SoilTestID,FarmID,TestDate,PH,Nitrogen,Phosphorus,Potassium,Moisture
754,754,2023/08/10 00:00:00,7;5,19;16,17;20,13;10,16;6
755,755,2023/08/24 00:00:00,6;3,15;32,11;97,10;17,12;4
756,756,2023/01/11 00:00:00,6;3,29;01,13;88,12;50,16;0
757,757,2024/12/22 00:00:00,7;1,29;60,15;80,10;75,24;6
758,758,2024/06/17 00:00:00,6;1,23;98,18;21,23;43,23;1
759,759,2023/05/03 00:00:00,6;9,18;01,15;67,19;91,10;2
760,760,2023/10/07 00:00:00,6;3,19;58,18;44,17;93,22;3
761,761,2023/12/09 00:00:00,6;4,10;09,10;01,19;23,14;5
762,762,2024/11/13 00:00:00,7;1,26;92,15;96,19;21,13;0
763,763,2023/07/02 00:00:00,6;6,19;97,11;43,29;96,24;2
764,764,2023/10/14 00:00:00,5;8,19;90,14;24,19;91,11;0
765,765,2023/10/22 00:00:00,7;0,21;04,7;99,27;41,10;3
766,766,2024/10/04 00:00:00,6;5,15;19,15;17,13;37,19;0
767,767,2023/01/03 00:00:00,7;4,26;66,17;57,16;49,10;9
768,768,2024/05/27 00:00:00,5;9,26;87,9;53,26;05,24;1
769,769,2023/05/21 00:00:00,5;6,28;85,15;93,22;95,12;0
770,770,2024/01/17 00:00:00,6;9,15;76,12;60,23;72,22;2
771,771,2024/11/22 00:00:00,6;4,20;58,13;23,14;71,13;2
772,772,2023/09/21 00:00:00,5;8,14;34,14;89,13;54,19;4
773,773,2024/03/03 00:00:00,7;3,28;25,6;77,23;13,19;5
774,774,2023/12/08 00:00:00,7;1,14;19,14;32,25;45,16;9
775,775,2024/03/16 00:00:00,7;4,20;06,9;99,18;20,23;0
776,776,2023/07/16 00:00:00,5;9,29;30,12;17,28;37,10;0
777,777,2024/12/20 00:00:00,5;7,18;58,17;14,27;98,17;6
778,778,2023/03/03 00:00:00,6;7,15;25,11;68,10;09,22;7
779,779,2024/04/13 00:00:00,5;6,11;48,8;37,12;50,19;9
780,780,2024/03/20 00:00:00,6;2,20;78,11;63,23;33,23;5
781,781,2023/04/25 00:00:00,5;9,28;24,15;30,10;65,23;3
782,782,2023/01/20 00:00:00,6;2,14;80,17;48,22;05,20;5
783,783,2024/09/07 00:00:00,6;8,10;11,18;08,28;56,19;6
784,784,2024/01/08 00:00:00,5;9,11;60,13;07,29;37,21;9
785,785,2024/03/15 00:00:00,7;5,20;40,16;92,28;75,14;0
786,786,2023/08/21 00:00:00,7;5,20;15,16;84,18;42,24;4
787,787,2024/01/22 00:00:00,7;1,13;66,5;05,27;88,12;4
788,788,2023/04/10 00:00:00,7;2,17;86,17;24,26;15,21;0
789,789,2023/12/23 00:00:00,5;6,15;72,14;37,13;64,21;3
790,790,2024/12/11 00:00:00,6;3,11;92,18;98,12;67,11;3
791,791,2024/05/17 00:00:00,5;6,24;47,7;39,22;20,17;5
792,792,2023/05/17 00:00:00,6;0,19;20,6;11,27;52,16;8
793,793,2024/01/24 00:00:00,6;7,29;08,10;61,23;48,24;8
794,794,2024/01/01 00:00:00,5;9,22;21,12;11,11;29,16;4
795,795,2023/03/07 00:00:00,5;6,14;18,16;33,10;19,24;3
796,796,2023/05/21 00:00:00,7;3,10;04,19;19,15;85,20;8
797,797,2023/12/18 00:00:00,5;6,10;92,13;25,12;64,13;8
798,798,2024/08/06 00:00:00,6;8,12;87,11;24,27;73,22;4
799,799,2023/03/03 00:00:00,5;9,26;76,17;26,14;89,10;3
800,800,2023/12/08 00:00:00,6;7,22;55,16;61,29;67,23;5
801,801,2024/04/03 00:00:00,6;8,26;66,5;17,17;57,19;0
802,802,2023/12/11 00:00:00,6;7,20;98,10;21,26;14,23;5
803,803,2023/12/16 00:00:00,7;1,27;22,6;22,27;61,14;4
804,804,2024/08/01 00:00:00,5;7,15;63,12;74,22;52,23;3
805,805,2024/04/25 00:00:00,7;2,16;73,8;24,29;85,14;7
806,806,2024/06/03 00:00:00,7;2,18;36,14;85,19;49,20;3
807,807,2023/05/05 00:00:00,6;9,13;90,7;68,10;77,20;3
808,808,2023/10/27 00:00:00,5;9,29;83,9;03,16;38,19;0
809,809,2023/07/26 00:00:00,6;0,19;11,19;41,21;24,13;5
810,810,2024/04/27 00:00:00,6;3,29;75,5;37,27;56,10;6
811,811,2023/05/27 00:00:00,7;3,17;03,18;81,23;82,16;9
812,812,2023/03/12 00:00:00,6;6,14;79,16;67,16;38,18;3
813,813,2023/06/14 00:00:00,7;3,24;14,8;49,14;61,12;5
814,814,2024/12/21 00:00:00,7;4,13;88,14;93,24;01,15;9
815,815,2024/12/02 00:00:00,6;8,15;76,11;12,14;99,16;5
816,816,2024/06/27 00:00:00,6;0,20;64,5;14,29;92,12;3
817,817,2024/06/06 00:00:00,6;5,20;48,19;59,16;62,23;7
818,818,2023/10/03 00:00:00,6;3,12;88,16;47,15;30,19;1
819,819,2024/01/18 00:00:00,6;1,24;14,14;92,15;26,21;4
820,820,2023/01/03 00:00:00,5;9,15;18,19;68,22;72,22;0
821,821,2024/08/27 00:00:00,7;0,19;02,8;09,27;37,24;0
822,822,2024/02/15 00:00:00,6;5,16;11,17;41,15;83,10;9
823,823,2023/05/21 00:00:00,6;5,17;25,15;42,18;88,14;3
824,824,2023/06/07 00:00:00,6;4,27;79,6;73,23;04,11;9
825,825,2023/04/14 00:00:00,6;5,25;75,12;57,13;11,14;5
826,826,2023/09/19 00:00:00,6;6,12;13,16;82,19;04,16;2
827,827,2024/01/27 00:00:00,7;3,14;61,7;10,18;73,13;6
828,828,2023/09/16 00:00:00,7;5,29;11,11;14,10;87,17;4
829,829,2024/06/09 00:00:00,5;5,16;76,16;60,15;40,20;8
830,830,2023/06/09 00:00:00,6;8,10;00,18;44,13;64,15;7
831,831,2023/11/19 00:00:00,7;2,12;51,16;40,27;88,10;5
832,832,2024/04/10 00:00:00,5;7,28;31,7;37,16;83,21;4
833,833,2024/03/02 00:00:00,6;9,19;79,11;75,11;57,10;0
834,834,2024/04/19 00:00:00,7;1,26;25,16;81,14;78,14;3
835,835,2024/03/27 00:00:00,5;7,24;48,7;70,17;33,21;2
836,836,2024/04/04 00:00:00,5;7,18;73,7;57,26;11,10;8
837,837,2023/07/27 00:00:00,7;1,27;12,12;59,27;86,18;3
838,838,2024/09/03 00:00:00,7;2,11;58,6;73,14;47,11;2
839,839,2023/01/16 00:00:00,6;9,13;22,8;31,10;70,17;3
840,840,2024/04/04 00:00:00,6;0,16;29,19;86,21;28,18;8
841,841,2023/08/19 00:00:00,6;0,26;17,11;62,18;59,10;0
842,842,2023/06/10 00:00:00,5;6,11;45,12;65,23;36,16;3
843,843,2023/01/03 00:00:00,6;3,21;59,6;45,27;86,23;3
844,844,2024/06/26 00:00:00,6;6,17;33,14;99,14;73,21;5
845,845,2023/07/11 00:00:00,6;4,18;92,19;70,15;42,18;6
846,846,2024/08/11 00:00:00,6;9,27;12,19;94,18;35,14;9
847,847,2024/09/06 00:00:00,6;0,28;29,7;68,10;10,15;5
848,848,2024/10/20 00:00:00,6;1,19;58,18;01,22;67,19;7
849,849,2023/08/25 00:00:00,6;6,12;34,8;24,29;50,10;9
850,850,2024/07/21 00:00:00,7;5,24;03,7;67,10;66,18;1
851,851,2023/08/26 00:00:00,6;8,19;55,19;67,27;02,24;1
852,852,2024/01/20 00:00:00,6;8,15;43,19;27,11;82,21;3
853,853,2024/09/14 00:00:00,6;0,11;56,18;02,14;18,16;1
854,854,2024/02/13 00:00:00,6;3,18;29,5;26,23;30,18;3
855,855,2024/03/07 00:00:00,7;2,28;60,19;78,13;40,13;5
856,856,2024/12/01 00:00:00,5;7,19;97,9;63,25;74,22;5
857,857,2023/01/01 00:00:00,7;4,23;45,16;64,19;20,13;1
858,858,2023/07/25 00:00:00,6;2,20;10,11;64,20;56,17;5
859,859,2023/02/25 00:00:00,5;7,24;07,8;72,26;49,24;6
860,860,2024/04/14 00:00:00,5;7,26;74,6;78,28;21,16;5
861,861,2023/08/27 00:00:00,6;3,29;76,15;66,27;68,24;6
862,862,2024/01/12 00:00:00,6;3,11;59,17;34,24;52,14;6
863,863,2023/07/20 00:00:00,6;2,17;77,15;30,12;61,12;5
864,864,2023/01/11 00:00:00,6;3,15;35,10;36,17;33,14;6
865,865,2024/06/01 00:00:00,7;2,18;99,6;85,20;25,19;8
866,866,2023/12/11 00:00:00,6;8,26;64,11;34,27;87,21;3
867,867,2024/03/18 00:00:00,6;1,17;79,13;60,10;91,19;9
868,868,2024/10/06 00:00:00,7;4,16;68,12;28,24;06,15;3
869,869,2024/02/22 00:00:00,6;7,26;38,17;90,27;12,14;9
870,870,2023/01/02 00:00:00,6;4,15;93,12;07,16;70,21;4
871,871,2023/08/23 00:00:00,5;6,24;04,5;89,28;39,10;7
872,872,2023/05/10 00:00:00,6;7,28;09,13;71,16;33,21;9
873,873,2023/01/27 00:00:00,7;0,22;78,9;29,28;71,20;3
874,874,2023/04/08 00:00:00,6;1,20;28,14;10,17;21,10;6
875,875,2023/06/21 00:00:00,6;9,22;70,14;59,23;02,19;3
876,876,2023/09/05 00:00:00,6;4,20;05,8;49,18;38,16;6
877,877,2024/04/06 00:00:00,6;0,19;81,14;15,12;48,23;2
878,878,2024/02/20 00:00:00,6;2,25;41,14;12,20;61,22;3
879,879,2024/04/04 00:00:00,6;4,26;23,14;07,13;14,19;1
880,880,2023/05/15 00:00:00,7;3,12;07,11;96,13;71,11;7
881,881,2024/11/15 00:00:00,6;0,18;27,6;51,20;92,23;2
882,882,2023/11/01 00:00:00,6;4,28;46,9;21,26;96,18;7
883,883,2023/05/14 00:00:00,5;9,12;00,19;56,22;52,12;4
884,884,2023/08/24 00:00:00,5;8,11;44,8;37,25;47,13;3
885,885,2024/08/13 00:00:00,7;3,11;18,9;27,18;11,23;3
886,886,2024/04/04 00:00:00,7;3,21;58,15;27,23;68,11;6
887,887,2024/12/19 00:00:00,7;0,29;59,5;06,10;30,24;1
888,888,2023/05/04 00:00:00,7;2,14;54,11;27,26;18,11;6
889,889,2023/10/14 00:00:00,6;1,26;46,18;94,20;41,23;9
890,890,2024/08/11 00:00:00,7;2,27;07,15;60,21;57,16;4
891,891,2024/10/17 00:00:00,5;7,20;68,5;49,14;86,24;6
892,892,2024/07/19 00:00:00,6;8,12;98,13;67,23;18,15;4
893,893,2023/01/22 00:00:00,7;1,13;80,10;42,15;64,18;8
894,894,2023/10/22 00:00:00,6;3,21;95,7;48,11;77,17;8
895,895,2024/09/25 00:00:00,6;4,26;09,15;43,21;46,11;3
896,896,2024/07/20 00:00:00,6;1,14;72,17;80,25;52,15;7
897,897,2024/01/12 00:00:00,7;2,28;14,17;03,14;72,18;1
898,898,2023/01/19 00:00:00,7;0,14;98,17;93,17;53,16;3
899,899,2023/03/24 00:00:00,6;4,23;04,8;01,21;04,21;2
900,900,2023/09/06 00:00:00,6;8,22;51,19;62,16;98,18;8
901,901,2024/05/12 00:00:00,6;6,25;16,8;66,22;24,10;2
902,902,2023/05/27 00:00:00,7;1,10;40,17;07,26;75,20;5
903,903,2023/04/24 00:00:00,5;6,10;00,10;05,24;56,21;1
904,904,2023/08/12 00:00:00,5;9,21;71,13;51,28;30,17;7
905,905,2024/02/22 00:00:00,7;2,18;41,17;43,23;25,12;8
906,906,2024/11/27 00:00:00,6;0,14;57,16;63,24;52,19;5
907,907,2024/07/15 00:00:00,6;1,11;89,9;30,21;69,19;8
908,908,2024/09/02 00:00:00,5;7,26;73,11;28,18;52,23;6
909,909,2023/06/03 00:00:00,7;4,10;53,19;88,15;54,14;7
910,910,2024/09/14 00:00:00,5;8,17;44,11;92,20;20,20;8
911,911,2024/10/09 00:00:00,5;6,10;87,14;09,18;35,15;9
912,912,2024/02/05 00:00:00,6;9,25;56,13;49,16;94,12;1
913,913,2023/01/22 00:00:00,7;0,23;55,16;96,22;11,23;3
914,914,2023/03/18 00:00:00,6;3,25;74,11;40,15;62,13;2
915,915,2023/04/05 00:00:00,5;6,12;03,10;40,27;27,23;0
916,916,2023/09/12 00:00:00,7;3,26;46,13;40,20;77,11;3
917,917,2023/05/21 00:00:00,6;1,23;29,16;11,10;89,12;1
918,918,2023/06/23 00:00:00,7;2,28;99,5;29,22;10,11;2
919,919,2024/12/15 00:00:00,6;4,18;10,9;29,10;83,10;8
920,920,2023/12/20 00:00:00,7;4,17;52,15;56,11;21,20;2
921,921,2024/07/02 00:00:00,6;4,23;70,19;51,21;01,16;8
922,922,2023/01/25 00:00:00,6;8,20;73,5;41,28;29,10;3
923,923,2023/05/02 00:00:00,7;2,10;70,6;33,23;65,11;0
924,924,2023/09/04 00:00:00,7;0,10;26,6;10,25;24,17;0
925,925,2023/02/05 00:00:00,6;3,29;41,7;63,17;92,23;1
926,926,2023/01/05 00:00:00,6;3,17;90,10;61,20;40,12;5
927,927,2023/09/24 00:00:00,5;6,22;93,7;87,22;95,18;7
928,928,2024/12/04 00:00:00,7;5,26;95,17;27,18;77,13;2
929,929,2023/06/08 00:00:00,6;3,27;21,13;00,11;03,23;9
930,930,2024/03/13 00:00:00,7;4,28;46,9;51,23;37,24;1
931,931,2023/12/20 00:00:00,6;1,14;07,15;91,26;39,12;7
932,932,2023/08/14 00:00:00,7;5,11;21,10;95,10;58,18;8
933,933,2024/12/04 00:00:00,7;4,11;57,6;87,16;14,17;3
934,934,2024/12/03 00:00:00,6;4,24;53,15;28,23;15,18;8
935,935,2023/03/23 00:00:00,7;3,12;06,6;96,10;13,18;0
936,936,2024/02/25 00:00:00,6;0,10;76,5;99,27;31,18;2
937,937,2023/11/09 00:00:00,7;4,13;60,15;48,27;26,10;6
938,938,2024/03/18 00:00:00,6;0,22;76,10;32,19;10,22;1
939,939,2024/11/19 00:00:00,7;3,21;25,7;01,19;66,17;5
940,940,2024/08/10 00:00:00,7;4,14;47,5;50,18;92,18;8
941,941,2023/07/09 00:00:00,7;2,17;15,15;34,18;10,19;3
942,942,2023/10/07 00:00:00,7;2,19;54,16;20,27;91,13;8
943,943,2024/02/10 00:00:00,5;8,17;94,19;67,29;73,10;3
944,944,2023/10/01 00:00:00,6;7,16;67,18;47,26;35,19;2
945,945,2024/01/05 00:00:00,5;7,10;82,14;12,19;02,13;6
946,946,2024/01/16 00:00:00,7;0,27;69,14;16,10;52,13;0
947,947,2024/02/09 00:00:00,5;8,23;79,9;78,13;81,11;5
948,948,2024/04/13 00:00:00,6;6,23;41,17;19,15;68,16;2
949,949,2024/08/03 00:00:00,6;3,21;29,16;96,14;19,10;8
950,950,2024/02/17 00:00:00,6;2,18;00,8;25,12;67,21;8
951,951,2024/10/25 00:00:00,5;9,21;85,15;31,28;46,17;0
952,952,2024/01/15 00:00:00,7;0,13;15,18;77,21;39,20;4
953,953,2024/02/22 00:00:00,6;0,20;46,14;23,22;75,23;4
954,954,2024/04/14 00:00:00,6;7,23;93,17;68,24;00,15;1
955,955,2023/08/20 00:00:00,7;2,28;22,5;97,26;38,14;3
956,956,2024/08/15 00:00:00,6;5,15;07,11;95,27;87,20;9
957,957,2024/12/16 00:00:00,6;0,18;46,18;29,15;26,12;7
958,958,2023/01/09 00:00:00,6;2,13;98,10;06,25;39,10;5
959,959,2023/03/16 00:00:00,6;5,13;68,15;73,25;63,20;5
960,960,2023/07/15 00:00:00,7;3,11;61,7;32,22;81,16;6
961,961,2023/10/02 00:00:00,7;0,15;34,11;99,28;28,14;1
962,962,2023/07/19 00:00:00,7;3,24;99,12;21,11;79,15;7
963,963,2024/07/03 00:00:00,5;6,27;59,11;01,20;80,22;3
964,964,2023/11/24 00:00:00,7;3,17;05,10;42,12;05,10;4
965,965,2023/11/27 00:00:00,6;4,15;72,5;04,25;27,23;7
966,966,2023/04/03 00:00:00,6;8,10;82,18;16,29;06,23;0
967,967,2023/02/02 00:00:00,6;7,11;06,13;91,21;23,24;4
968,968,2023/03/17 00:00:00,6;3,21;57,19;94,28;47,10;6
969,969,2023/08/15 00:00:00,7;3,20;06,14;81,11;82,22;7
970,970,2024/03/21 00:00:00,6;6,16;18,18;61,25;56,14;1
971,971,2024/01/14 00:00:00,5;9,16;23,12;89,29;43,21;6
972,972,2023/01/06 00:00:00,5;6,17;68,10;58,16;75,14;5
973,973,2023/01/05 00:00:00,6;3,16;80,6;16,17;26,21;4
974,974,2023/03/23 00:00:00,7;2,26;81,19;85,23;03,14;7
975,975,2023/05/13 00:00:00,6;6,19;87,15;92,24;57,23;8
976,976,2024/10/16 00:00:00,6;5,18;84,5;55,19;31,15;5
977,977,2024/06/06 00:00:00,6;0,24;46,10;80,28;62,22;7
978,978,2024/09/04 00:00:00,5;7,23;80,6;56,28;63,14;8
979,979,2023/11/17 00:00:00,5;6,28;05,16;70,26;07,19;8
980,980,2023/04/20 00:00:00,6;6,20;27,18;16,16;39,10;4
981,981,2024/06/01 00:00:00,6;3,26;07,10;91,21;86,11;0
982,982,2023/08/25 00:00:00,7;0,21;96,14;25,14;65,18;6
983,983,2024/03/04 00:00:00,6;6,18;72,11;45,19;32,11;0
984,984,2024/07/26 00:00:00,6;4,23;46,10;35,16;63,21;7
985,985,2023/02/11 00:00:00,5;9,11;68,13;21,20;37,24;6
986,986,2023/07/17 00:00:00,6;1,27;61,5;77,11;17,20;6
987,987,2023/02/20 00:00:00,6;0,25;15,16;60,21;87,14;6
988,988,2023/12/20 00:00:00,6;0,19;18,6;96,17;89,10;9
989,989,2023/02/09 00:00:00,6;5,14;80,5;14,19;80,14;3
990,990,2024/02/07 00:00:00,7;3,26;24,7;81,13;74,19;0
991,991,2023/03/12 00:00:00,6;6,22;33,5;89,10;45,19;7
992,992,2024/01/06 00:00:00,5;8,26;32,8;68,20;26,12;6
993,993,2023/07/27 00:00:00,7;0,24;42,13;41,19;32,10;3
994,994,2024/06/15 00:00:00,6;7,20;61,15;36,19;85,22;2
995,995,2024/02/22 00:00:00,6;0,23;94,17;92,18;89,13;5
996,996,2023/09/27 00:00:00,5;8,25;75,10;37,19;41,17;2
997,997,2024/01/21 00:00:00,6;0,14;03,11;38,27;62,23;7
998,998,2024/05/24 00:00:00,5;8,20;21,11;19,12;36,22;2
999,999,2024/05/10 00:00:00,6;9,18;88,9;25,19;50,14;2
1000,1000,2023/10/18 00:00:00,5;6,21;40,9;48,14;62,14;4
1001,1001,2024/01/27 00:00:00,6;4,28;54,8;57,22;24,15;1
1002,1002,2023/11/13 00:00:00,6;1,29;57,9;23,24;46,20;3
1003,1003,2024/03/16 00:00:00,6;3,29;81,16;75,10;67,15;3
1004,1004,2024/06/04 00:00:00,6;4,25;21,17;64,16;83,17;0
1005,1005,2023/08/05 00:00:00,6;4,18;74,14;88,27;78,15;1
1006,1006,2024/01/12 00:00:00,6;6,26;34,7;89,15;98,22;5
1007,1007,2023/12/13 00:00:00,6;3,24;23,17;78,16;03,13;0
1008,1008,2023/08/24 00:00:00,6;4,11;93,7;45,21;58,16;1
1009,1009,2024/01/03 00:00:00,6;3,12;05,9;26,14;93,23;6
1010,1010,2023/03/16 00:00:00,7;4,16;89,12;18,20;69,16;0
1011,1011,2023/04/12 00:00:00,7;1,17;36,19;18,25;06,15;0
1012,1012,2023/12/11 00:00:00,7;1,25;89,11;72,14;90,19;5
1013,1013,2023/01/01 00:00:00,7;1,11;87,18;66,24;57,21;2
1014,1014,2024/07/03 00:00:00,6;4,15;37,10;08,27;10,18;4
1015,1015,2023/06/07 00:00:00,7;1,24;89,17;00,10;76,19;0
1016,1016,2023/10/03 00:00:00,5;7,27;68,11;50,12;22,22;6
1017,1017,2023/12/14 00:00:00,6;1,19;46,15;79,16;19,14;1
1018,1018,2024/09/02 00:00:00,7;1,26;69,9;30,11;26,24;3
1019,1019,2023/11/20 00:00:00,6;2,13;87,11;89,27;77,19;7
1020,1020,2024/05/16 00:00:00,6;2,26;24,14;09,27;23,14;5
1021,1021,2023/04/13 00:00:00,6;1,26;48,13;16,11;73,15;6
1022,1022,2023/12/06 00:00:00,5;6,25;13,8;58,25;37,24;4
1023,1023,2024/02/27 00:00:00,5;6,24;20,16;66,22;88,18;1
1024,1024,2023/11/09 00:00:00,5;6,13;06,19;74,19;28,24;6
1025,1025,2024/09/10 00:00:00,6;6,26;41,16;17,12;53,18;7
1026,1026,2024/05/05 00:00:00,5;9,15;11,17;25,27;84,21;3
1027,1027,2024/08/17 00:00:00,6;8,22;17,17;27,21;83,20;2
1028,1028,2024/12/07 00:00:00,7;4,14;57,5;24,14;35,12;5
1029,1029,2024/03/08 00:00:00,5;5,27;96,8;11,12;83,24;4
1030,1030,2023/06/08 00:00:00,6;2,21;90,11;44,15;70,13;7
1031,1031,2024/07/12 00:00:00,6;6,17;21,17;00,17;35,24;9
1032,1032,2023/08/26 00:00:00,7;3,19;76,7;53,17;04,21;1
1033,1033,2023/01/19 00:00:00,5;6,21;12,18;17,27;17,16;4
1034,1034,2023/08/18 00:00:00,5;9,20;57,8;52,11;71,13;0
1035,1035,2024/01/27 00:00:00,6;8,21;60,15;03,26;16,20;7
1036,1036,2024/04/24 00:00:00,6;0,15;52,8;69,19;43,22;8
1037,1037,2023/07/06 00:00:00,6;7,24;58,8;86,23;78,11;4
1038,1038,2024/01/03 00:00:00,6;9,13;17,7;64,19;29,23;7
1039,1039,2024/09/07 00:00:00,6;5,13;69,15;24,13;15,17;0
1040,1040,2023/12/05 00:00:00,6;1,10;30,14;33,13;02,13;3
1041,1041,2023/10/04 00:00:00,7;5,10;28,12;57,19;43,15;7
1042,1042,2023/11/27 00:00:00,6;6,21;66,6;66,21;12,20;3
1043,1043,2024/12/18 00:00:00,6;6,29;82,19;92,23;37,15;7
1044,1044,2023/10/11 00:00:00,7;0,11;79,11;00,11;61,11;2
1045,1045,2024/11/14 00:00:00,6;2,10;98,12;31,28;03,11;1
1046,1046,2023/11/05 00:00:00,6;1,24;27,13;80,27;69,11;4
1047,1047,2023/06/14 00:00:00,5;6,29;21,14;10,14;53,13;0
1048,1048,2023/09/16 00:00:00,6;0,12;60,15;93,15;88,23;8
1049,1049,2024/11/20 00:00:00,6;9,22;09,7;80,22;71,14;7
1050,1050,2023/08/08 00:00:00,5;7,26;80,10;58,23;38,22;1
1051,1051,2024/04/09 00:00:00,6;7,28;29,5;19,12;36,13;8
1052,1052,2024/04/07 00:00:00,6;1,28;08,14;61,28;82,18;0
1053,1053,2024/03/14 00:00:00,7;1,27;47,7;55,19;83,13;7
1054,1054,2024/03/01 00:00:00,6;2,16;42,6;61,17;14,21;2
1055,1055,2023/10/11 00:00:00,7;2,18;32,15;32,10;15,21;9
1056,1056,2024/06/02 00:00:00,6;1,28;75,9;97,18;24,16;1
1057,1057,2024/10/15 00:00:00,6;7,27;68,17;70,28;68,20;5
1058,1058,2024/01/21 00:00:00,7;0,29;81,16;22,28;61,18;0
1059,1059,2024/07/07 00:00:00,5;8,14;98,6;35,12;30,23;3
1060,1060,2023/09/02 00:00:00,6;3,11;95,7;93,16;12,17;7
1061,1061,2024/08/20 00:00:00,6;6,21;33,16;24,27;28,13;4
1062,1062,2024/09/02 00:00:00,6;2,28;59,8;94,26;10,10;4
1063,1063,2024/07/10 00:00:00,6;4,12;05,9;25,13;11,18;4
1064,1064,2024/08/11 00:00:00,5;9,25;94,12;83,22;04,18;9
1065,1065,2024/03/27 00:00:00,6;2,10;55,10;46,29;36,13;0
1066,1066,2024/12/08 00:00:00,6;6,10;52,16;53,29;20,24;4
1067,1067,2024/01/24 00:00:00,6;6,27;03,18;04,18;28,17;1
1068,1068,2023/02/26 00:00:00,7;3,17;35,15;09,18;65,14;8
1069,1069,2023/06/16 00:00:00,6;9,15;51,11;48,29;94,12;5
1070,1070,2024/02/22 00:00:00,5;7,29;93,13;98,20;67,23;1
1071,1071,2024/06/09 00:00:00,7;0,22;83,5;64,24;81,23;4
1072,1072,2024/07/25 00:00:00,7;2,18;74,5;79,26;70,24;5
1073,1073,2024/12/13 00:00:00,6;6,13;71,9;08,23;74,16;8
1074,1074,2023/09/27 00:00:00,6;9,11;40,9;67,19;57,22;9
1075,1075,2024/01/07 00:00:00,7;4,17;37,14;91,23;56,10;7
1076,1076,2024/09/24 00:00:00,7;0,20;42,6;96,24;60,17;8
1077,1077,2023/11/15 00:00:00,5;6,12;65,19;70,23;71,16;3
1078,1078,2024/11/21 00:00:00,7;4,11;05,5;46,26;48,17;7
1079,1079,2023/01/07 00:00:00,6;3,26;56,18;31,21;91,23;6
1080,1080,2023/06/23 00:00:00,6;5,18;23,18;86,28;69,23;5
1081,1081,2024/06/11 00:00:00,6;0,25;50,11;74,24;60,19;7
1082,1082,2023/10/06 00:00:00,6;5,28;34,16;25,29;91,20;5
1083,1083,2024/05/20 00:00:00,6;4,27;85,10;23,23;78,16;3
1084,1084,2023/08/20 00:00:00,6;9,13;16,7;84,10;14,22;1
1085,1085,2024/11/26 00:00:00,6;7,22;54,13;84,24;82,18;8
1086,1086,2023/08/01 00:00:00,5;5,23;44,6;13,29;79,18;1
1087,1087,2023/02/18 00:00:00,5;6,13;90,11;93,10;10,19;5
1088,1088,2024/12/27 00:00:00,5;8,24;22,5;23,19;79,12;7
1089,1089,2024/05/17 00:00:00,5;6,26;14,11;23,11;48,14;1
1090,1090,2024/02/05 00:00:00,6;1,16;76,15;00,24;94,12;5
1091,1091,2024/03/08 00:00:00,5;6,21;16,19;10,22;26,16;8
1092,1092,2024/04/22 00:00:00,6;8,21;89,13;93,27;47,14;5
1093,1093,2023/10/07 00:00:00,6;0,19;39,18;78,24;65,10;1
1094,1094,2023/05/13 00:00:00,5;6,16;15,15;55,15;94,11;8
1095,1095,2023/10/14 00:00:00,6;5,24;47,11;78,22;47,22;9
1096,1096,2024/02/07 00:00:00,6;5,22;38,11;47,23;63,10;1
1097,1097,2023/11/06 00:00:00,6;5,18;86,12;23,23;90,20;8
1098,1098,2023/04/27 00:00:00,5;9,19;51,13;44,12;89,12;1
1099,1099,2023/09/11 00:00:00,7;0,11;79,10;43,21;58,19;7
1100,1100,2023/05/13 00:00:00,6;1,23;79,8;51,17;77,19;2
1101,1101,2024/06/22 00:00:00,6;4,20;07,16;82,23;48,21;3
1102,1102,2023/10/02 00:00:00,6;4,19;22,11;31,17;68,13;5
1103,1103,2023/02/14 00:00:00,7;4,10;51,18;77,28;37,23;6
1104,1104,2023/07/09 00:00:00,5;7,10;22,10;68,10;64,13;5
1105,1105,2024/05/15 00:00:00,5;5,25;66,15;33,22;70,13;3
1106,1106,2023/08/17 00:00:00,6;1,16;34,7;11,13;76,21;8
1107,1107,2024/03/09 00:00:00,6;7,24;92,11;73,21;80,21;3
1108,1108,2024/11/05 00:00:00,7;4,19;68,13;93,24;88,21;4
1109,1109,2024/10/15 00:00:00,5;7,27;82,10;48,18;96,14;8
1110,1110,2023/04/26 00:00:00,6;2,15;81,14;20,21;83,12;0
1111,1111,2023/07/03 00:00:00,7;0,11;43,11;50,19;74,16;7
1112,1112,2024/10/13 00:00:00,7;3,20;09,15;24,24;78,16;2
1113,1113,2024/11/15 00:00:00,6;5,21;97,6;54,27;88,19;2
1114,1114,2024/12/04 00:00:00,6;5,20;30,8;24,19;30,23;9
1115,1115,2023/01/16 00:00:00,7;4,19;94,19;60,23;71,14;8
1116,1116,2023/02/09 00:00:00,5;7,27;69,13;03,26;32,21;6
1117,1117,2024/07/13 00:00:00,6;3,11;21,6;30,20;67,13;9
1118,1118,2024/06/27 00:00:00,5;7,15;80,5;09,28;65,18;5
1119,1119,2023/07/18 00:00:00,6;4,11;85,16;61,28;27,24;0
1120,1120,2023/03/05 00:00:00,6;5,26;05,16;65,24;62,13;9
1121,1121,2023/05/26 00:00:00,7;5,24;97,5;68,27;29,12;9
1122,1122,2024/04/10 00:00:00,5;5,29;90,14;01,10;59,14;8
1123,1123,2023/09/22 00:00:00,6;2,28;03,10;46,23;62,21;3
