FeedingLogID,LivestockID,FeedType,QuantityKg,FedOn
1,1,Maize,6;18,2023/04/12 00:00:00
19500,3900,Maize,5;77,2021/03/15 00:00:00
19501,3901,Lucerne,6;80,2023/12/21 00:00:00
19502,3901,Maize,5;45,2024/02/01 00:00:00
19503,3901,Maize,5;73,2024/01/17 00:00:00
19504,3901,Lucerne,8;45,2025/02/10 00:00:00
19505,3901,Silage,5;98,2025/02/15 00:00:00
19506,3902,Lucerne,10;66,2022/08/11 00:00:00
19507,3902,Lucerne,11;38,2022/01/16 00:00:00
19508,3902,Silage,9;05,2021/03/24 00:00:00
19509,3902,Grass,7;01,2021/11/04 00:00:00
19510,3902,Silage,12;82,2022/10/02 00:00:00
19511,3903,Silage,9;37,2021/07/30 00:00:00
19512,3903,Lucerne,8;56,2022/08/22 00:00:00
19513,3903,Grass,14;53,2022/08/09 00:00:00
19514,3903,Silage,9;00,2022/12/09 00:00:00
19515,3903,Grass,8;54,2023/01/04 00:00:00
19516,3904,Maize,13;76,2025/01/20 00:00:00
19517,3904,Maize,8;60,2024/12/24 00:00:00
19518,3904,Maize,12;11,2024/10/20 00:00:00
19519,3904,Lucerne,9;92,2025/05/23 00:00:00
19520,3904,Grass,10;18,2025/07/07 00:00:00
19521,3905,Lucerne,7;70,2023/06/20 00:00:00
19522,3905,Silage,11;73,2024/07/19 00:00:00
19523,3905,Lucerne,10;10,2024/04/03 00:00:00
19524,3905,Silage,12;44,2024/01/12 00:00:00
19525,3905,Grass,11;74,2023/05/17 00:00:00
19526,3906,Maize,8;05,2022/09/11 00:00:00
19527,3906,Grass,10;11,2023/03/05 00:00:00
19528,3906,Lucerne,11;89,2023/05/06 00:00:00
19529,3906,Silage,10;65,2023/11/17 00:00:00
19530,3906,Maize,5;75,2024/02/13 00:00:00
19531,3907,Lucerne,14;97,2024/10/09 00:00:00
19532,3907,Lucerne,8;60,2024/03/28 00:00:00
19533,3907,Maize,12;20,2025/03/16 00:00:00
19534,3907,Lucerne,13;14,2024/08/26 00:00:00
19535,3907,Lucerne,8;24,2025/02/02 00:00:00
19536,3908,Lucerne,9;90,2023/10/31 00:00:00
19537,3908,Grass,5;87,2024/02/04 00:00:00
19538,3908,Maize,14;84,2023/10/12 00:00:00
19539,3908,Maize,5;42,2024/10/14 00:00:00
19540,3908,Lucerne,14;39,2023/12/16 00:00:00
19541,3909,Grass,7;21,2024/01/09 00:00:00
19542,3909,Lucerne,8;52,2024/07/27 00:00:00
19543,3909,Grass,9;10,2023/10/24 00:00:00
19544,3909,Grass,6;51,2024/04/14 00:00:00
19545,3909,Silage,7;21,2024/06/25 00:00:00
19546,3910,Lucerne,5;13,2021/10/28 00:00:00
19547,3910,Lucerne,9;86,2021/04/25 00:00:00
19548,3910,Maize,9;28,2022/12/01 00:00:00
19549,3910,Maize,6;75,2021/03/17 00:00:00
19550,3910,Silage,7;90,2021/09/28 00:00:00
19551,3911,Maize,11;84,2022/05/18 00:00:00
19552,3911,Maize,12;94,2022/01/18 00:00:00
19553,3911,Lucerne,14;62,2022/09/17 00:00:00
19554,3911,Lucerne,12;50,2021/02/24 00:00:00
19555,3911,Maize,5;92,2022/08/25 00:00:00
19556,3912,Maize,8;54,2022/04/22 00:00:00
19557,3912,Silage,10;60,2021/01/08 00:00:00
19558,3912,Grass,5;64,2021/10/06 00:00:00
19559,3912,Grass,9;93,2022/05/12 00:00:00
19560,3912,Silage,7;02,2021/04/13 00:00:00
19561,3913,Maize,12;48,2022/12/06 00:00:00
19562,3913,Lucerne,10;60,2023/07/17 00:00:00
19563,3913,Lucerne,12;97,2023/06/21 00:00:00
19564,3913,Grass,5;27,2022/10/23 00:00:00
19565,3913,Silage,14;36,2024/01/04 00:00:00
19566,3914,Lucerne,14;69,2023/10/27 00:00:00
19567,3914,Grass,5;75,2024/09/01 00:00:00
19568,3914,Silage,6;20,2024/07/05 00:00:00
19569,3914,Silage,8;32,2024/04/25 00:00:00
19570,3914,Silage,10;40,2023/10/04 00:00:00
19571,3915,Lucerne,9;86,2023/01/02 00:00:00
19572,3915,Lucerne,6;35,2021/09/04 00:00:00
19573,3915,Lucerne,12;24,2022/08/09 00:00:00
19574,3915,Silage,12;98,2022/08/25 00:00:00
19575,3915,Silage,7;05,2022/08/10 00:00:00
19576,3916,Lucerne,13;23,2022/12/12 00:00:00
19577,3916,Maize,5;39,2023/08/23 00:00:00
19578,3916,Silage,8;93,2022/12/12 00:00:00
19579,3916,Silage,9;84,2023/10/28 00:00:00
19580,3916,Silage,12;10,2023/02/14 00:00:00
19581,3917,Lucerne,9;76,2022/09/27 00:00:00
19582,3917,Grass,8;04,2023/03/28 00:00:00
19583,3917,Silage,11;00,2023/09/11 00:00:00
19584,3917,Maize,5;34,2022/09/19 00:00:00
19585,3917,Lucerne,10;85,2022/10/10 00:00:00
19586,3918,Silage,14;16,2022/07/02 00:00:00
19587,3918,Grass,8;09,2021/10/16 00:00:00
19588,3918,Silage,11;11,2021/10/10 00:00:00
19589,3918,Lucerne,8;44,2021/01/22 00:00:00
19590,3918,Maize,9;37,2022/01/14 00:00:00
19591,3919,Silage,10;70,2020/12/11 00:00:00
19592,3919,Silage,11;19,2021/06/25 00:00:00
19593,3919,Silage,7;09,2022/07/01 00:00:00
19594,3919,Lucerne,11;87,2021/04/23 00:00:00
19595,3919,Silage,14;84,2020/12/05 00:00:00
19596,3920,Silage,11;52,2022/10/11 00:00:00
19597,3920,Lucerne,5;94,2022/05/11 00:00:00
19598,3920,Maize,6;93,2022/01/24 00:00:00
19599,3920,Maize,8;57,2022/11/17 00:00:00
19600,3920,Lucerne,8;49,2023/01/17 00:00:00
19601,3921,Silage,11;58,2020/07/13 00:00:00
19602,3921,Grass,8;59,2021/01/22 00:00:00
19603,3921,Grass,10;01,2021/12/09 00:00:00
19604,3921,Lucerne,14;63,2021/06/26 00:00:00
19605,3921,Grass,7;05,2021/05/03 00:00:00
19606,3922,Silage,6;65,2023/12/15 00:00:00
19607,3922,Silage,9;98,2024/01/25 00:00:00
19608,3922,Silage,12;82,2023/06/16 00:00:00
19609,3922,Grass,11;61,2023/07/07 00:00:00
19610,3922,Maize,10;87,2023/04/26 00:00:00
19611,3923,Silage,10;44,2024/08/02 00:00:00
19612,3923,Lucerne,10;42,2023/02/18 00:00:00
19613,3923,Grass,6;75,2024/03/06 00:00:00
19614,3923,Maize,5;49,2023/05/07 00:00:00
19615,3923,Lucerne,13;96,2023/04/25 00:00:00
19616,3924,Lucerne,11;99,2024/11/18 00:00:00
19617,3924,Lucerne,9;30,2023/06/27 00:00:00
19618,3924,Grass,7;62,2024/08/23 00:00:00
19619,3924,Silage,6;64,2024/09/07 00:00:00
19620,3924,Lucerne,5;68,2024/05/16 00:00:00
19621,3925,Grass,11;17,2024/11/14 00:00:00
19622,3925,Maize,9;99,2024/01/02 00:00:00
19623,3925,Lucerne,5;74,2024/06/06 00:00:00
19624,3925,Maize,7;29,2025/01/01 00:00:00
19625,3925,Grass,14;53,2024/01/21 00:00:00
19626,3926,Maize,9;44,2024/03/08 00:00:00
19627,3926,Grass,7;22,2024/04/25 00:00:00
19628,3926,Silage,13;35,2022/11/27 00:00:00
19629,3926,Grass,7;18,2023/02/14 00:00:00
19630,3926,Grass,11;72,2023/04/17 00:00:00
19631,3927,Grass,7;38,2022/06/29 00:00:00
19632,3927,Lucerne,9;53,2023/01/23 00:00:00
19633,3927,Grass,6;38,2023/01/01 00:00:00
19634,3927,Maize,5;13,2023/05/27 00:00:00
19635,3927,Silage,6;86,2022/08/28 00:00:00
19636,3928,Grass,7;37,2022/10/16 00:00:00
19637,3928,Silage,12;27,2023/07/07 00:00:00
19638,3928,Lucerne,11;10,2023/09/25 00:00:00
19639,3928,Maize,11;99,2023/08/15 00:00:00
19640,3928,Lucerne,11;32,2022/09/28 00:00:00
19641,3929,Grass,13;40,2022/03/06 00:00:00
19642,3929,Silage,9;40,2023/03/17 00:00:00
19643,3929,Lucerne,5;74,2022/05/08 00:00:00
19644,3929,Grass,8;05,2022/01/03 00:00:00
19645,3929,Silage,9;99,2021/11/02 00:00:00
19646,3930,Silage,5;64,2022/01/04 00:00:00
19647,3930,Lucerne,13;70,2022/08/04 00:00:00
19648,3930,Lucerne,11;05,2022/07/12 00:00:00
19649,3930,Maize,6;63,2021/12/22 00:00:00
19650,3930,Silage,6;93,2022/03/12 00:00:00
19651,3931,Maize,9;79,2023/04/28 00:00:00
19652,3931,Grass,10;75,2022/09/27 00:00:00
19653,3931,Grass,5;39,2023/09/29 00:00:00
19654,3931,Grass,8;19,2022/09/21 00:00:00
19655,3931,Lucerne,8;85,2023/03/06 00:00:00
19656,3932,Silage,10;00,2021/02/21 00:00:00
19657,3932,Maize,8;98,2022/01/23 00:00:00
19658,3932,Grass,13;03,2022/04/14 00:00:00
19659,3932,Silage,6;65,2021/05/12 00:00:00
19660,3932,Silage,11;28,2021/06/08 00:00:00
19661,3933,Silage,11;21,2023/08/23 00:00:00
19662,3933,Maize,8;68,2023/07/18 00:00:00
19663,3933,Lucerne,8;74,2023/09/19 00:00:00
19664,3933,Grass,6;13,2022/02/20 00:00:00
19665,3933,Lucerne,12;44,2023/01/23 00:00:00
19666,3934,Lucerne,6;64,2022/08/31 00:00:00
19667,3934,Maize,7;43,2023/06/11 00:00:00
19668,3934,Maize,11;25,2023/09/03 00:00:00
19669,3934,Grass,10;17,2023/06/19 00:00:00
19670,3934,Maize,13;16,2022/12/30 00:00:00
19671,3935,Lucerne,12;66,2023/10/15 00:00:00
19672,3935,Silage,13;49,2024/04/15 00:00:00
19673,3935,Silage,5;62,2023/02/05 00:00:00
19674,3935,Maize,11;15,2023/04/15 00:00:00
19675,3935,Grass,11;00,2023/07/26 00:00:00
19676,3936,Maize,7;28,2022/07/07 00:00:00
19677,3936,Grass,9;82,2022/06/01 00:00:00
19678,3936,Grass,14;35,2023/02/01 00:00:00
19679,3936,Maize,13;44,2024/02/27 00:00:00
19680,3936,Grass,11;28,2023/11/26 00:00:00
19681,3937,Grass,5;57,2022/01/06 00:00:00
19682,3937,Maize,5;99,2021/08/24 00:00:00
19683,3937,Maize,9;36,2022/08/10 00:00:00
19684,3937,Lucerne,10;36,2021/03/20 00:00:00
19685,3937,Grass,14;25,2022/02/20 00:00:00
19686,3938,Maize,8;31,2021/11/22 00:00:00
19687,3938,Maize,10;08,2022/05/10 00:00:00
19688,3938,Maize,10;33,2022/06/07 00:00:00
19689,3938,Silage,14;22,2023/04/21 00:00:00
19690,3938,Grass,13;55,2021/11/09 00:00:00
19691,3939,Maize,6;94,2024/07/26 00:00:00
19692,3939,Grass,9;47,2024/10/13 00:00:00
19693,3939,Maize,11;71,2024/09/06 00:00:00
19694,3939,Lucerne,14;97,2025/03/12 00:00:00
19695,3939,Grass,8;57,2025/06/18 00:00:00
19696,3940,Lucerne,13;13,2023/03/23 00:00:00
19697,3940,Lucerne,5;77,2024/02/08 00:00:00
19698,3940,Lucerne,10;77,2023/06/01 00:00:00
19699,3940,Maize,10;33,2024/02/15 00:00:00
19700,3940,Grass,6;08,2023/07/08 00:00:00
19701,3941,Maize,10;88,2021/06/28 00:00:00
19702,3941,Lucerne,6;53,2021/01/26 00:00:00
19703,3941,Maize,5;36,2021/04/23 00:00:00
19704,3941,Grass,14;68,2021/08/17 00:00:00
19705,3941,Maize,10;72,2021/05/13 00:00:00
19706,3942,Silage,9;53,2022/09/27 00:00:00
19707,3942,Silage,10;07,2022/08/15 00:00:00
19708,3942,Lucerne,7;68,2023/10/17 00:00:00
19709,3942,Silage,12;30,2023/07/06 00:00:00
19710,3942,Silage,11;05,2024/01/13 00:00:00
19711,3943,Grass,8;45,2024/10/24 00:00:00
19712,3943,Silage,9;22,2024/07/17 00:00:00
19713,3943,Grass,7;75,2024/03/08 00:00:00
19714,3943,Maize,7;34,2025/03/10 00:00:00
19715,3943,Maize,11;88,2024/01/07 00:00:00
19716,3944,Lucerne,9;46,2022/07/04 00:00:00
19717,3944,Maize,5;65,2022/08/21 00:00:00
19718,3944,Silage,13;36,2023/07/20 00:00:00
19719,3944,Grass,11;95,2023/01/21 00:00:00
19720,3944,Lucerne,8;98,2023/03/28 00:00:00
19721,3945,Maize,8;51,2024/09/30 00:00:00
19722,3945,Maize,5;36,2025/02/01 00:00:00
19723,3945,Grass,7;02,2024/04/03 00:00:00
19724,3945,Grass,7;86,2024/04/22 00:00:00
19725,3945,Lucerne,12;84,2024/06/22 00:00:00
19726,3946,Silage,7;89,2022/03/11 00:00:00
19727,3946,Maize,11;38,2021/09/02 00:00:00
19728,3946,Maize,12;06,2022/02/13 00:00:00
19729,3946,Lucerne,11;86,2022/01/24 00:00:00
19730,3946,Lucerne,7;55,2022/06/12 00:00:00
19731,3947,Grass,9;08,2024/04/28 00:00:00
19732,3947,Lucerne,13;78,2024/05/02 00:00:00
19733,3947,Silage,14;68,2023/12/07 00:00:00
19734,3947,Silage,12;57,2023/03/21 00:00:00
19735,3947,Lucerne,10;08,2024/02/26 00:00:00
19736,3948,Lucerne,8;76,2024/04/04 00:00:00
19737,3948,Silage,12;36,2024/11/17 00:00:00
19738,3948,Maize,6;34,2025/07/01 00:00:00
19739,3948,Grass,6;14,2025/04/18 00:00:00
19740,3948,Lucerne,12;30,2024/10/11 00:00:00
19741,3949,Grass,6;33,2022/03/19 00:00:00
19742,3949,Silage,5;11,2022/02/03 00:00:00
19743,3949,Silage,6;91,2022/02/21 00:00:00
19744,3949,Silage,14;85,2021/02/12 00:00:00
19745,3949,Lucerne,6;85,2022/02/06 00:00:00
19746,3950,Grass,12;55,2022/02/21 00:00:00
19747,3950,Lucerne,14;33,2022/05/04 00:00:00
19748,3950,Silage,11;37,2022/09/14 00:00:00
19749,3950,Silage,8;51,2022/04/11 00:00:00
19750,3950,Grass,11;42,2023/02/18 00:00:00
19751,3951,Grass,9;57,2022/07/19 00:00:00
19752,3951,Silage,8;69,2023/03/23 00:00:00
19753,3951,Silage,9;33,2022/12/31 00:00:00
19754,3951,Lucerne,11;00,2022/06/15 00:00:00
19755,3951,Grass,14;36,2023/06/12 00:00:00
19756,3952,Grass,13;11,2023/01/17 00:00:00
19757,3952,Lucerne,6;00,2022/01/05 00:00:00
19758,3952,Silage,6;28,2022/10/11 00:00:00
19759,3952,Grass,11;60,2022/04/02 00:00:00
19760,3952,Silage,6;03,2022/07/16 00:00:00
19761,3953,Maize,6;85,2024/04/10 00:00:00
19762,3953,Grass,6;54,2024/03/28 00:00:00
19763,3953,Grass,11;26,2024/09/27 00:00:00
19764,3953,Silage,12;42,2023/11/16 00:00:00
19765,3953,Maize,13;61,2023/11/24 00:00:00
19766,3954,Grass,8;08,2022/06/24 00:00:00
19767,3954,Lucerne,7;34,2022/03/13 00:00:00
19768,3954,Silage,7;39,2022/03/15 00:00:00
19769,3954,Silage,12;91,2021/10/29 00:00:00
19770,3954,Silage,7;62,2022/06/29 00:00:00
19771,3955,Grass,13;70,2023/01/03 00:00:00
19772,3955,Lucerne,7;96,2023/02/26 00:00:00
19773,3955,Maize,5;05,2023/10/19 00:00:00
19774,3955,Grass,5;03,2022/10/02 00:00:00
19775,3955,Grass,11;21,2023/01/21 00:00:00
19776,3956,Grass,12;45,2023/08/21 00:00:00
19777,3956,Silage,14;16,2023/10/14 00:00:00
19778,3956,Lucerne,11;60,2024/09/09 00:00:00
19779,3956,Grass,7;81,2024/10/28 00:00:00
19780,3956,Grass,12;38,2023/10/21 00:00:00
19781,3957,Grass,11;41,2023/01/28 00:00:00
19782,3957,Grass,6;29,2023/12/20 00:00:00
19783,3957,Lucerne,13;67,2023/06/06 00:00:00
19784,3957,Lucerne,9;88,2022/12/21 00:00:00
19785,3957,Lucerne,10;45,2022/11/04 00:00:00
19786,3958,Silage,6;90,2025/03/15 00:00:00
19787,3958,Grass,8;66,2024/03/14 00:00:00
19788,3958,Grass,14;79,2024/09/22 00:00:00
19789,3958,Silage,8;33,2024/06/26 00:00:00
19790,3958,Silage,12;15,2024/02/23 00:00:00
19791,3959,Silage,11;30,2022/12/23 00:00:00
19792,3959,Silage,5;23,2023/02/21 00:00:00
19793,3959,Lucerne,5;27,2023/05/16 00:00:00
19794,3959,Silage,5;47,2024/01/17 00:00:00
19795,3959,Maize,10;44,2023/04/04 00:00:00
19796,3960,Grass,13;77,2020/12/05 00:00:00
19797,3960,Maize,12;65,2020/11/20 00:00:00
19798,3960,Silage,13;22,2021/05/19 00:00:00
19799,3960,Silage,6;39,2021/11/21 00:00:00
19800,3960,Grass,12;50,2022/02/14 00:00:00
19801,3961,Maize,10;31,2021/12/17 00:00:00
19802,3961,Maize,9;50,2023/03/15 00:00:00
19803,3961,Grass,9;99,2022/08/12 00:00:00
19804,3961,Lucerne,10;34,2021/12/25 00:00:00
19805,3961,Grass,11;98,2022/04/04 00:00:00
19806,3962,Grass,8;57,2021/08/13 00:00:00
19807,3962,Lucerne,8;08,2021/08/27 00:00:00
19808,3962,Grass,13;22,2022/07/09 00:00:00
19809,3962,Lucerne,6;41,2022/04/08 00:00:00
19810,3962,Lucerne,6;03,2022/05/27 00:00:00
19811,3963,Maize,13;04,2021/10/02 00:00:00
19812,3963,Maize,13;23,2022/03/04 00:00:00
19813,3963,Maize,6;55,2021/06/07 00:00:00
19814,3963,Maize,5;13,2021/12/05 00:00:00
19815,3963,Maize,12;70,2021/09/02 00:00:00
19816,3964,Lucerne,7;03,2023/01/31 00:00:00
19817,3964,Grass,6;49,2024/03/27 00:00:00
19818,3964,Grass,5;99,2023/08/22 00:00:00
19819,3964,Silage,10;69,2024/02/10 00:00:00
19820,3964,Grass,11;24,2023/05/29 00:00:00
19821,3965,Grass,6;40,2022/05/27 00:00:00
19822,3965,Maize,6;69,2022/12/27 00:00:00
19823,3965,Lucerne,9;29,2023/03/30 00:00:00
19824,3965,Lucerne,9;41,2022/01/23 00:00:00
19825,3965,Silage,8;48,2022/03/24 00:00:00
19826,3966,Grass,10;01,2022/04/23 00:00:00
19827,3966,Maize,14;97,2023/11/12 00:00:00
19828,3966,Maize,13;43,2023/11/22 00:00:00
19829,3966,Grass,9;71,2023/06/15 00:00:00
19830,3966,Lucerne,8;58,2022/08/31 00:00:00
19831,3967,Lucerne,10;26,2021/03/27 00:00:00
19832,3967,Lucerne,10;20,2021/11/01 00:00:00
19833,3967,Lucerne,14;54,2021/05/11 00:00:00
19834,3967,Maize,5;42,2021/08/30 00:00:00
19835,3967,Grass,7;50,2021/07/18 00:00:00
19836,3968,Maize,13;88,2022/04/17 00:00:00
19837,3968,Grass,7;60,2021/02/04 00:00:00
19838,3968,Maize,9;81,2022/01/28 00:00:00
19839,3968,Silage,8;67,2021/07/01 00:00:00
19840,3968,Silage,10;36,2022/03/14 00:00:00
19841,3969,Grass,5;50,2020/12/03 00:00:00
19842,3969,Maize,14;96,2022/05/27 00:00:00
19843,3969,Maize,10;55,2022/04/02 00:00:00
19844,3969,Silage,5;99,2021/10/03 00:00:00
19845,3969,Silage,7;19,2022/06/21 00:00:00
19846,3970,Grass,9;35,2023/05/04 00:00:00
19847,3970,Grass,10;24,2023/04/28 00:00:00
19848,3970,Lucerne,11;90,2022/06/21 00:00:00
19849,3970,Grass,6;49,2022/05/18 00:00:00
19850,3970,Lucerne,9;14,2022/07/26 00:00:00
19851,3971,Maize,10;37,2023/10/26 00:00:00
19852,3971,Lucerne,9;74,2024/10/28 00:00:00
19853,3971,Maize,11;28,2023/07/13 00:00:00
19854,3971,Lucerne,14;07,2023/09/02 00:00:00
19855,3971,Lucerne,12;24,2023/05/15 00:00:00
19856,3972,Maize,7;07,2024/07/06 00:00:00
19857,3972,Maize,7;08,2025/09/08 00:00:00
19858,3972,Maize,6;97,2024/01/28 00:00:00
19859,3972,Grass,5;72,2024/09/07 00:00:00
19860,3972,Lucerne,9;34,2025/07/16 00:00:00
19861,3973,Lucerne,12;69,2021/05/24 00:00:00
19862,3973,Maize,13;46,2022/02/17 00:00:00
19863,3973,Grass,10;47,2022/06/14 00:00:00
19864,3973,Lucerne,9;60,2022/07/24 00:00:00
19865,3973,Silage,9;54,2022/03/24 00:00:00
19866,3974,Silage,5;32,2023/02/14 00:00:00
19867,3974,Lucerne,11;65,2023/01/29 00:00:00
19868,3974,Lucerne,7;30,2021/10/15 00:00:00
19869,3974,Grass,13;72,2022/01/10 00:00:00
19870,3974,Silage,12;88,2022/02/18 00:00:00
19871,3975,Maize,12;30,2024/04/17 00:00:00
19872,3975,Silage,14;21,2024/03/13 00:00:00
19873,3975,Grass,7;46,2025/06/29 00:00:00
19874,3975,Maize,8;93,2025/02/10 00:00:00
19875,3975,Maize,12;12,2025/04/07 00:00:00
19876,3976,Grass,8;66,2025/02/20 00:00:00
19877,3976,Silage,13;64,2023/11/28 00:00:00
19878,3976,Silage,5;37,2025/03/09 00:00:00
19879,3976,Lucerne,5;88,2024/10/12 00:00:00
19880,3976,Lucerne,9;55,2025/07/18 00:00:00
19881,3977,Grass,12;22,2022/10/29 00:00:00
19882,3977,Silage,8;28,2022/10/11 00:00:00
19883,3977,Maize,14;33,2022/06/07 00:00:00
19884,3977,Silage,5;58,2022/11/15 00:00:00
19885,3977,Grass,8;37,2021/12/22 00:00:00
19886,3978,Silage,7;65,2023/02/08 00:00:00
19887,3978,Silage,5;97,2023/01/31 00:00:00
19888,3978,Maize,5;11,2023/10/26 00:00:00
19889,3978,Silage,7;40,2023/05/31 00:00:00
19890,3978,Silage,9;99,2023/08/28 00:00:00
19891,3979,Maize,7;57,2023/07/12 00:00:00
19892,3979,Lucerne,8;79,2023/04/26 00:00:00
19893,3979,Lucerne,6;74,2022/10/24 00:00:00
19894,3979,Grass,10;11,2022/11/25 00:00:00
19895,3979,Grass,14;16,2023/07/22 00:00:00
19896,3980,Silage,8;05,2023/02/16 00:00:00
19897,3980,Silage,11;26,2023/05/05 00:00:00
19898,3980,Grass,9;76,2022/07/12 00:00:00
19899,3980,Silage,11;22,2023/02/23 00:00:00
19900,3980,Lucerne,14;81,2022/01/20 00:00:00
19901,3981,Grass,6;88,2022/09/10 00:00:00
19902,3981,Maize,13;80,2023/05/03 00:00:00
19903,3981,Lucerne,6;85,2023/08/11 00:00:00
19904,3981,Maize,8;80,2022/02/03 00:00:00
19905,3981,Grass,9;42,2022/12/16 00:00:00
19906,3982,Grass,8;89,2023/09/04 00:00:00
19907,3982,Grass,6;07,2025/02/23 00:00:00
19908,3982,Lucerne,14;29,2025/01/14 00:00:00
19909,3982,Grass,10;79,2024/11/16 00:00:00
19910,3982,Silage,9;35,2024/11/01 00:00:00
19911,3983,Lucerne,5;66,2021/03/10 00:00:00
19912,3983,Silage,14;79,2021/06/01 00:00:00
19913,3983,Lucerne,10;10,2020/11/29 00:00:00
19914,3983,Grass,7;60,2021/01/23 00:00:00
19915,3983,Maize,13;94,2021/04/13 00:00:00
19916,3984,Maize,13;85,2024/02/10 00:00:00
19917,3984,Lucerne,8;96,2024/06/16 00:00:00
19918,3984,Maize,12;17,2025/07/30 00:00:00
19919,3984,Grass,5;45,2024/07/03 00:00:00
19920,3984,Maize,11;90,2024/07/29 00:00:00
19921,3985,Grass,10;60,2023/04/02 00:00:00
19922,3985,Grass,11;42,2022/06/27 00:00:00
19923,3985,Lucerne,13;40,2022/10/01 00:00:00
19924,3985,Silage,5;74,2023/06/24 00:00:00
19925,3985,Grass,6;12,2023/06/04 00:00:00
19926,3986,Lucerne,7;50,2024/04/11 00:00:00
19927,3986,Maize,7;77,2025/06/08 00:00:00
19928,3986,Maize,11;61,2024/04/15 00:00:00
19929,3986,Maize,8;43,2024/10/30 00:00:00
19930,3986,Silage,6;41,2025/11/09 00:00:00
19931,3987,Grass,9;39,2022/05/19 00:00:00
19932,3987,Maize,14;85,2022/03/04 00:00:00
19933,3987,Silage,10;43,2021/05/21 00:00:00
19934,3987,Lucerne,13;35,2021/01/08 00:00:00
19935,3987,Maize,10;11,2021/07/05 00:00:00
19936,3988,Silage,10;57,2024/04/16 00:00:00
19937,3988,Grass,8;40,2024/08/15 00:00:00
19938,3988,Grass,14;33,2023/12/15 00:00:00
19939,3988,Maize,7;74,2024/10/21 00:00:00
19940,3988,Maize,11;77,2023/10/03 00:00:00
19941,3989,Lucerne,10;77,2022/03/13 00:00:00
19942,3989,Maize,6;99,2022/01/31 00:00:00
19943,3989,Grass,8;25,2021/03/12 00:00:00
19944,3989,Grass,9;43,2022/03/18 00:00:00
19945,3989,Lucerne,11;96,2021/09/29 00:00:00
19946,3990,Maize,6;74,2023/02/18 00:00:00
19947,3990,Maize,6;69,2024/03/31 00:00:00
19948,3990,Maize,7;94,2024/04/09 00:00:00
19949,3990,Grass,13;37,2023/10/03 00:00:00
19950,3990,Silage,6;28,2024/02/11 00:00:00
19951,3991,Lucerne,11;60,2024/08/25 00:00:00
19952,3991,Lucerne,14;67,2023/08/02 00:00:00
19953,3991,Silage,5;44,2023/09/05 00:00:00
19954,3991,Maize,7;95,2023/07/16 00:00:00
19955,3991,Silage,13;79,2024/09/13 00:00:00
19956,3992,Grass,9;44,2022/12/28 00:00:00
19957,3992,Lucerne,14;57,2022/10/02 00:00:00
19958,3992,Maize,14;93,2023/06/20 00:00:00
19959,3992,Maize,7;22,2023/01/26 00:00:00
19960,3992,Lucerne,8;88,2023/03/18 00:00:00
19961,3993,Grass,11;54,2024/01/05 00:00:00
19962,3993,Silage,8;46,2025/01/15 00:00:00
19963,3993,Lucerne,13;29,2024/12/11 00:00:00
19964,3993,Grass,8;03,2023/11/24 00:00:00
19965,3993,Lucerne,5;30,2025/03/14 00:00:00
19966,3994,Maize,7;66,2023/03/05 00:00:00
19967,3994,Lucerne,5;53,2023/02/20 00:00:00
19968,3994,Silage,9;35,2022/09/30 00:00:00
19969,3994,Maize,5;52,2023/08/13 00:00:00
19970,3994,Silage,9;40,2023/10/02 00:00:00
19971,3995,Lucerne,9;49,2025/03/29 00:00:00
19972,3995,Lucerne,10;57,2025/03/19 00:00:00
19973,3995,Grass,5;61,2025/01/10 00:00:00
19974,3995,Grass,7;46,2025/03/03 00:00:00
19975,3995,Maize,12;88,2025/03/28 00:00:00
19976,3996,Lucerne,14;10,2024/11/22 00:00:00
19977,3996,Maize,14;58,2024/11/17 00:00:00
19978,3996,Lucerne,14;93,2023/10/17 00:00:00
19979,3996,Lucerne,13;61,2023/08/04 00:00:00
19980,3996,Grass,13;06,2023/09/21 00:00:00
19981,3997,Grass,9;84,2022/04/24 00:00:00
19982,3997,Lucerne,7;07,2023/02/17 00:00:00
19983,3997,Silage,13;89,2022/06/17 00:00:00
19984,3997,Grass,10;19,2021/12/27 00:00:00
19985,3997,Lucerne,12;91,2023/01/17 00:00:00
19986,3998,Lucerne,12;59,2023/04/21 00:00:00
19987,3998,Maize,11;41,2022/06/02 00:00:00
19988,3998,Maize,12;23,2023/01/06 00:00:00
19989,3998,Lucerne,6;08,2022/12/20 00:00:00
19990,3998,Silage,14;82,2023/05/23 00:00:00
19991,3999,Silage,5;09,2022/08/16 00:00:00
19992,3999,Grass,14;97,2023/07/06 00:00:00
19993,3999,Grass,10;25,2023/03/12 00:00:00
19994,3999,Lucerne,9;95,2022/03/19 00:00:00
19995,3999,Silage,9;01,2022/12/11 00:00:00
19996,4000,Lucerne,14;86,2023/03/19 00:00:00
19997,4000,Maize,6;88,2023/01/15 00:00:00
19998,4000,Maize,10;08,2023/02/25 00:00:00
19999,4000,Grass,9;13,2024/03/12 00:00:00
20000,4000,Lucerne,6;94,2023/01/13 00:00:00
20001,4001,Silage,6;55,2022/11/21 00:00:00
20002,4001,Lucerne,13;12,2022/03/12 00:00:00
20003,4001,Lucerne,11;43,2022/09/10 00:00:00
20004,4001,Grass,10;54,2021/09/16 00:00:00
20005,4001,Grass,12;19,2021/07/22 00:00:00
