LivestockID,FarmerID,TagNumber,Species,Breed,BirthDate,RegistrationDate
6243,625,TAG-625-3,Goat,Nguni,2022/07/10 00:00:00,2022/09/10 00:00:00
6244,625,TAG-625-4,Sheep,Nguni,2022/05/22 00:00:00,2022/07/22 00:00:00
6245,625,TAG-625-5,Sheep,Merino,2023/01/21 00:00:00,2023/03/21 00:00:00
6246,625,TAG-625-6,Sheep,Merino,2021/11/21 00:00:00,2022/01/21 00:00:00
6247,625,TAG-625-7,Sheep,Bonsmara,2022/10/13 00:00:00,2022/12/13 00:00:00
6248,625,TAG-625-8,Goat,Nguni,2021/02/12 00:00:00,2021/04/12 00:00:00
6249,625,TAG-625-9,Cattle,Merino,2020/12/23 00:00:00,2021/02/23 00:00:00
6250,625,TAG-625-10,Cattle,Dorper,2023/07/12 00:00:00,2023/09/12 00:00:00
6251,626,TAG-626-1,Goat,Nguni,2021/02/22 00:00:00,2021/04/22 00:00:00
6252,626,TAG-626-2,Cattle,Merino,2021/05/18 00:00:00,2021/07/18 00:00:00
6253,626,TAG-626-3,Sheep,Merino,2021/11/18 00:00:00,2022/01/18 00:00:00
6254,626,TAG-626-4,Cattle,Bonsmara,2023/02/10 00:00:00,2023/04/10 00:00:00
6255,626,TAG-626-5,Sheep,Bonsmara,2022/12/08 00:00:00,2023/02/08 00:00:00
6256,626,TAG-626-6,Cattle,Merino,2023/03/16 00:00:00,2023/05/16 00:00:00
6257,626,TAG-626-7,Sheep,Nguni,2023/06/13 00:00:00,2023/08/13 00:00:00
6258,626,TAG-626-8,Sheep,Boer Goat,2021/12/01 00:00:00,2022/02/01 00:00:00
6259,626,TAG-626-9,Sheep,Bonsmara,2020/06/11 00:00:00,2020/08/11 00:00:00
6260,626,TAG-626-10,Sheep,Bonsmara,2021/05/23 00:00:00,2021/07/23 00:00:00
6261,627,TAG-627-1,Goat,Boer Goat,2023/03/11 00:00:00,2023/05/11 00:00:00
6262,627,TAG-627-2,Sheep,Boer Goat,2021/11/01 00:00:00,2022/01/01 00:00:00
6263,627,TAG-627-3,Goat,Bonsmara,2020/10/12 00:00:00,2020/12/12 00:00:00
6264,627,TAG-627-4,Sheep,Nguni,2020/05/21 00:00:00,2020/07/21 00:00:00
6265,627,TAG-627-5,Sheep,Bonsmara,2023/02/15 00:00:00,2023/04/15 00:00:00
6266,627,TAG-627-6,Cattle,Merino,2020/08/08 00:00:00,2020/10/08 00:00:00
6267,627,TAG-627-7,Goat,Bonsmara,2021/05/25 00:00:00,2021/07/25 00:00:00
6268,627,TAG-627-8,Goat,Bonsmara,2022/01/24 00:00:00,2022/03/24 00:00:00
6269,627,TAG-627-9,Goat,Nguni,2022/12/10 00:00:00,2023/02/10 00:00:00
6270,627,TAG-627-10,Goat,Merino,2020/01/23 00:00:00,2020/03/23 00:00:00
6271,628,TAG-628-1,Goat,Dorper,2023/08/01 00:00:00,2023/10/01 00:00:00
6272,628,TAG-628-2,Sheep,Boer Goat,2022/08/18 00:00:00,2022/10/18 00:00:00
6273,628,TAG-628-3,Cattle,Dorper,2023/08/25 00:00:00,2023/10/25 00:00:00
6274,628,TAG-628-4,Sheep,Dorper,2022/11/24 00:00:00,2023/01/24 00:00:00
6275,628,TAG-628-5,Cattle,Merino,2020/07/07 00:00:00,2020/09/07 00:00:00
6276,628,TAG-628-6,Goat,Merino,2023/10/02 00:00:00,2023/12/02 00:00:00
6277,628,TAG-628-7,Goat,Merino,2020/10/26 00:00:00,2020/12/26 00:00:00
6278,628,TAG-628-8,Sheep,Dorper,2023/05/10 00:00:00,2023/07/10 00:00:00
6279,628,TAG-628-9,Cattle,Dorper,2020/05/24 00:00:00,2020/07/24 00:00:00
6280,628,TAG-628-10,Goat,Merino,2023/02/03 00:00:00,2023/04/03 00:00:00
6281,629,TAG-629-1,Goat,Merino,2021/03/27 00:00:00,2021/05/27 00:00:00
6282,629,TAG-629-2,Sheep,Dorper,2021/05/25 00:00:00,2021/07/25 00:00:00
6283,629,TAG-629-3,Goat,Nguni,2023/08/02 00:00:00,2023/10/02 00:00:00
6284,629,TAG-629-4,Sheep,Nguni,2020/08/10 00:00:00,2020/10/10 00:00:00
6285,629,TAG-629-5,Sheep,Dorper,2021/07/05 00:00:00,2021/09/05 00:00:00
6286,629,TAG-629-6,Cattle,Bonsmara,2022/09/26 00:00:00,2022/11/26 00:00:00
6287,629,TAG-629-7,Cattle,Nguni,2023/08/16 00:00:00,2023/10/16 00:00:00
6288,629,TAG-629-8,Sheep,Nguni,2023/10/14 00:00:00,2023/12/14 00:00:00
6289,629,TAG-629-9,Sheep,Dorper,2021/06/11 00:00:00,2021/08/11 00:00:00
6290,629,TAG-629-10,Cattle,Bonsmara,2021/05/10 00:00:00,2021/07/10 00:00:00
6291,630,TAG-630-1,Goat,Nguni,2021/09/09 00:00:00,2021/11/09 00:00:00
6292,630,TAG-630-2,Goat,Dorper,2023/01/01 00:00:00,2023/03/01 00:00:00
6293,630,TAG-630-3,Cattle,Nguni,2022/05/19 00:00:00,2022/07/19 00:00:00
6294,630,TAG-630-4,Goat,Boer Goat,2021/01/24 00:00:00,2021/03/24 00:00:00
6295,630,TAG-630-5,Sheep,Bonsmara,2021/02/12 00:00:00,2021/04/12 00:00:00
6296,630,TAG-630-6,Cattle,Merino,2023/03/10 00:00:00,2023/05/10 00:00:00
6297,630,TAG-630-7,Goat,Boer Goat,2020/05/24 00:00:00,2020/07/24 00:00:00
6298,630,TAG-630-8,Cattle,Boer Goat,2020/05/06 00:00:00,2020/07/06 00:00:00
6299,630,TAG-630-9,Sheep,Boer Goat,2023/10/25 00:00:00,2023/12/25 00:00:00
6300,630,TAG-630-10,Goat,Merino,2020/10/03 00:00:00,2020/12/03 00:00:00
6301,631,TAG-631-1,Sheep,Merino,2021/07/25 00:00:00,2021/09/25 00:00:00
6302,631,TAG-631-2,Sheep,Nguni,2020/04/18 00:00:00,2020/06/18 00:00:00
6303,631,TAG-631-3,Cattle,Bonsmara,2022/08/01 00:00:00,2022/10/01 00:00:00
6304,631,TAG-631-4,Sheep,Nguni,2021/07/07 00:00:00,2021/09/07 00:00:00
6305,631,TAG-631-5,Cattle,Merino,2023/10/19 00:00:00,2023/12/19 00:00:00
6306,631,TAG-631-6,Cattle,Merino,2022/03/13 00:00:00,2022/05/13 00:00:00
6307,631,TAG-631-7,Goat,Dorper,2020/01/20 00:00:00,2020/03/20 00:00:00
6308,631,TAG-631-8,Sheep,Boer Goat,2022/06/03 00:00:00,2022/08/03 00:00:00
6309,631,TAG-631-9,Cattle,Bonsmara,2023/09/13 00:00:00,2023/11/13 00:00:00
6310,631,TAG-631-10,Cattle,Nguni,2020/09/21 00:00:00,2020/11/21 00:00:00
6311,632,TAG-632-1,Goat,Bonsmara,2022/07/05 00:00:00,2022/09/05 00:00:00
6312,632,TAG-632-2,Goat,Dorper,2022/10/21 00:00:00,2022/12/21 00:00:00
6313,632,TAG-632-3,Cattle,Dorper,2023/11/11 00:00:00,2024/01/11 00:00:00
6314,632,TAG-632-4,Cattle,Dorper,2022/12/17 00:00:00,2023/02/17 00:00:00
6315,632,TAG-632-5,Goat,Boer Goat,2023/06/07 00:00:00,2023/08/07 00:00:00
6316,632,TAG-632-6,Goat,Boer Goat,2021/05/17 00:00:00,2021/07/17 00:00:00
6317,632,TAG-632-7,Cattle,Nguni,2023/06/06 00:00:00,2023/08/06 00:00:00
6318,632,TAG-632-8,Sheep,Boer Goat,2022/11/03 00:00:00,2023/01/03 00:00:00
6319,632,TAG-632-9,Cattle,Boer Goat,2023/09/21 00:00:00,2023/11/21 00:00:00
6320,632,TAG-632-10,Cattle,Nguni,2023/04/08 00:00:00,2023/06/08 00:00:00
6321,633,TAG-633-1,Cattle,Nguni,2021/02/15 00:00:00,2021/04/15 00:00:00
6322,633,TAG-633-2,Cattle,Boer Goat,2020/04/15 00:00:00,2020/06/15 00:00:00
6323,633,TAG-633-3,Cattle,Nguni,2020/03/10 00:00:00,2020/05/10 00:00:00
6324,633,TAG-633-4,Cattle,Boer Goat,2021/08/04 00:00:00,2021/10/04 00:00:00
6325,633,TAG-633-5,Sheep,Nguni,2022/11/22 00:00:00,2023/01/22 00:00:00
6326,633,TAG-633-6,Cattle,Boer Goat,2020/09/05 00:00:00,2020/11/05 00:00:00
6327,633,TAG-633-7,Cattle,Dorper,2023/01/11 00:00:00,2023/03/11 00:00:00
6328,633,TAG-633-8,Cattle,Dorper,2022/12/26 00:00:00,2023/02/26 00:00:00
6329,633,TAG-633-9,Goat,Nguni,2021/05/21 00:00:00,2021/07/21 00:00:00
6330,633,TAG-633-10,Sheep,Dorper,2022/04/17 00:00:00,2022/06/17 00:00:00
6331,634,TAG-634-1,Cattle,Merino,2021/03/04 00:00:00,2021/05/04 00:00:00
6332,634,TAG-634-2,Cattle,Dorper,2021/05/19 00:00:00,2021/07/19 00:00:00
6333,634,TAG-634-3,Sheep,Boer Goat,2021/02/08 00:00:00,2021/04/08 00:00:00
6334,634,TAG-634-4,Cattle,Merino,2020/10/05 00:00:00,2020/12/05 00:00:00
6335,634,TAG-634-5,Cattle,Dorper,2021/08/02 00:00:00,2021/10/02 00:00:00
6336,634,TAG-634-6,Sheep,Boer Goat,2021/01/08 00:00:00,2021/03/08 00:00:00
6337,634,TAG-634-7,Cattle,Nguni,2023/02/05 00:00:00,2023/04/05 00:00:00
6338,634,TAG-634-8,Goat,Merino,2023/12/10 00:00:00,2024/02/10 00:00:00
6339,634,TAG-634-9,Cattle,Merino,2021/04/21 00:00:00,2021/06/21 00:00:00
6340,634,TAG-634-10,Cattle,Dorper,2020/01/22 00:00:00,2020/03/22 00:00:00
6341,635,TAG-635-1,Goat,Merino,2023/02/10 00:00:00,2023/04/10 00:00:00
6342,635,TAG-635-2,Cattle,Boer Goat,2022/02/24 00:00:00,2022/04/24 00:00:00
6343,635,TAG-635-3,Sheep,Dorper,2021/01/26 00:00:00,2021/03/26 00:00:00
6344,635,TAG-635-4,Sheep,Merino,2021/12/26 00:00:00,2022/02/26 00:00:00
6345,635,TAG-635-5,Sheep,Nguni,2020/06/14 00:00:00,2020/08/14 00:00:00
6346,635,TAG-635-6,Sheep,Merino,2020/12/23 00:00:00,2021/02/23 00:00:00
6347,635,TAG-635-7,Sheep,Merino,2020/04/03 00:00:00,2020/06/03 00:00:00
6348,635,TAG-635-8,Sheep,Boer Goat,2023/09/15 00:00:00,2023/11/15 00:00:00
6349,635,TAG-635-9,Goat,Nguni,2022/01/05 00:00:00,2022/03/05 00:00:00
6350,635,TAG-635-10,Cattle,Nguni,2021/04/24 00:00:00,2021/06/24 00:00:00
6351,636,TAG-636-1,Sheep,Bonsmara,2020/02/23 00:00:00,2020/04/23 00:00:00
6352,636,TAG-636-2,Goat,Boer Goat,2021/09/16 00:00:00,2021/11/16 00:00:00
6353,636,TAG-636-3,Goat,Nguni,2022/04/03 00:00:00,2022/06/03 00:00:00
6354,636,TAG-636-4,Goat,Boer Goat,2020/12/04 00:00:00,2021/02/04 00:00:00
6355,636,TAG-636-5,Goat,Dorper,2022/06/03 00:00:00,2022/08/03 00:00:00
6356,636,TAG-636-6,Sheep,Bonsmara,2020/04/04 00:00:00,2020/06/04 00:00:00
6357,636,TAG-636-7,Goat,Boer Goat,2023/01/18 00:00:00,2023/03/18 00:00:00
6358,636,TAG-636-8,Cattle,Nguni,2020/06/11 00:00:00,2020/08/11 00:00:00
6359,636,TAG-636-9,Goat,Bonsmara,2020/03/01 00:00:00,2020/05/01 00:00:00
6360,636,TAG-636-10,Cattle,Dorper,2021/12/16 00:00:00,2022/02/16 00:00:00
6361,637,TAG-637-1,Sheep,Bonsmara,2021/03/12 00:00:00,2021/05/12 00:00:00
6362,637,TAG-637-2,Sheep,Merino,2023/01/07 00:00:00,2023/03/07 00:00:00
6363,637,TAG-637-3,Sheep,Boer Goat,2020/07/23 00:00:00,2020/09/23 00:00:00
6364,637,TAG-637-4,Cattle,Nguni,2022/08/15 00:00:00,2022/10/15 00:00:00
6365,637,TAG-637-5,Goat,Nguni,2022/07/02 00:00:00,2022/09/02 00:00:00
6366,637,TAG-637-6,Sheep,Merino,2021/05/14 00:00:00,2021/07/14 00:00:00
6367,637,TAG-637-7,Sheep,Merino,2020/09/23 00:00:00,2020/11/23 00:00:00
6368,637,TAG-637-8,Sheep,Merino,2022/08/19 00:00:00,2022/10/19 00:00:00
6369,637,TAG-637-9,Goat,Dorper,2020/03/14 00:00:00,2020/05/14 00:00:00
6370,637,TAG-637-10,Cattle,Dorper,2022/05/08 00:00:00,2022/07/08 00:00:00
6371,638,TAG-638-1,Cattle,Boer Goat,2023/06/08 00:00:00,2023/08/08 00:00:00
6372,638,TAG-638-2,Sheep,Boer Goat,2022/02/02 00:00:00,2022/04/02 00:00:00
6373,638,TAG-638-3,Goat,Boer Goat,2021/07/08 00:00:00,2021/09/08 00:00:00
6374,638,TAG-638-4,Cattle,Bonsmara,2021/09/27 00:00:00,2021/11/27 00:00:00
6375,638,TAG-638-5,Sheep,Dorper,2020/12/16 00:00:00,2021/02/16 00:00:00
6376,638,TAG-638-6,Goat,Bonsmara,2021/01/15 00:00:00,2021/03/15 00:00:00
6377,638,TAG-638-7,Cattle,Bonsmara,2020/02/06 00:00:00,2020/04/06 00:00:00
6378,638,TAG-638-8,Goat,Bonsmara,2023/06/16 00:00:00,2023/08/16 00:00:00
6379,638,TAG-638-9,Sheep,Nguni,2022/07/24 00:00:00,2022/09/24 00:00:00
6380,638,TAG-638-10,Cattle,Merino,2022/11/01 00:00:00,2023/01/01 00:00:00
6381,639,TAG-639-1,Goat,Dorper,2023/05/27 00:00:00,2023/07/27 00:00:00
6382,639,TAG-639-2,Cattle,Bonsmara,2023/11/15 00:00:00,2024/01/15 00:00:00
6383,639,TAG-639-3,Cattle,Boer Goat,2022/08/16 00:00:00,2022/10/16 00:00:00
6384,639,TAG-639-4,Sheep,Merino,2020/04/08 00:00:00,2020/06/08 00:00:00
6385,639,TAG-639-5,Goat,Nguni,2023/02/13 00:00:00,2023/04/13 00:00:00
6386,639,TAG-639-6,Goat,Boer Goat,2021/02/23 00:00:00,2021/04/23 00:00:00
6387,639,TAG-639-7,Sheep,Dorper,2022/01/10 00:00:00,2022/03/10 00:00:00
6388,639,TAG-639-8,Cattle,Dorper,2022/02/16 00:00:00,2022/04/16 00:00:00
6389,639,TAG-639-9,Sheep,Nguni,2023/11/07 00:00:00,2024/01/07 00:00:00
6390,639,TAG-639-10,Goat,Dorper,2023/01/19 00:00:00,2023/03/19 00:00:00
6391,640,TAG-640-1,Goat,Merino,2021/08/05 00:00:00,2021/10/05 00:00:00
6392,640,TAG-640-2,Goat,Boer Goat,2022/12/11 00:00:00,2023/02/11 00:00:00
6393,640,TAG-640-3,Sheep,Boer Goat,2022/01/26 00:00:00,2022/03/26 00:00:00
6394,640,TAG-640-4,Goat,Merino,2022/03/17 00:00:00,2022/05/17 00:00:00
6395,640,TAG-640-5,Sheep,Bonsmara,2020/09/05 00:00:00,2020/11/05 00:00:00
6396,640,TAG-640-6,Goat,Nguni,2020/11/19 00:00:00,2021/01/19 00:00:00
6397,640,TAG-640-7,Sheep,Nguni,2021/06/10 00:00:00,2021/08/10 00:00:00
6398,640,TAG-640-8,Goat,Nguni,2023/11/21 00:00:00,2024/01/21 00:00:00
6399,640,TAG-640-9,Sheep,Boer Goat,2022/10/01 00:00:00,2022/12/01 00:00:00
6400,640,TAG-640-10,Goat,Merino,2023/12/08 00:00:00,2024/02/08 00:00:00
6401,641,TAG-641-1,Sheep,Dorper,2022/05/09 00:00:00,2022/07/09 00:00:00
6402,641,TAG-641-2,Sheep,Merino,2022/06/06 00:00:00,2022/08/06 00:00:00
6403,641,TAG-641-3,Goat,Dorper,2023/03/24 00:00:00,2023/05/24 00:00:00
6404,641,TAG-641-4,Sheep,Boer Goat,2020/09/07 00:00:00,2020/11/07 00:00:00
6405,641,TAG-641-5,Cattle,Dorper,2023/06/05 00:00:00,2023/08/05 00:00:00
6406,641,TAG-641-6,Sheep,Bonsmara,2021/09/13 00:00:00,2021/11/13 00:00:00
6407,641,TAG-641-7,Cattle,Merino,2020/08/05 00:00:00,2020/10/05 00:00:00
6408,641,TAG-641-8,Sheep,Merino,2020/02/12 00:00:00,2020/04/12 00:00:00
6409,641,TAG-641-9,Sheep,Boer Goat,2021/08/22 00:00:00,2021/10/22 00:00:00
6410,641,TAG-641-10,Sheep,Dorper,2022/11/16 00:00:00,2023/01/16 00:00:00
6411,642,TAG-642-1,Cattle,Bonsmara,2020/09/12 00:00:00,2020/11/12 00:00:00
6412,642,TAG-642-2,Cattle,Merino,2020/03/03 00:00:00,2020/05/03 00:00:00
6413,642,TAG-642-3,Cattle,Merino,2023/12/13 00:00:00,2024/02/13 00:00:00
6414,642,TAG-642-4,Cattle,Dorper,2020/01/20 00:00:00,2020/03/20 00:00:00
6415,642,TAG-642-5,Cattle,Dorper,2020/04/10 00:00:00,2020/06/10 00:00:00
6416,642,TAG-642-6,Sheep,Boer Goat,2020/09/08 00:00:00,2020/11/08 00:00:00
6417,642,TAG-642-7,Sheep,Merino,2021/02/18 00:00:00,2021/04/18 00:00:00
6418,642,TAG-642-8,Goat,Nguni,2021/02/27 00:00:00,2021/04/27 00:00:00
6419,642,TAG-642-9,Goat,Bonsmara,2023/01/09 00:00:00,2023/03/09 00:00:00
6420,642,TAG-642-10,Goat,Nguni,2021/03/16 00:00:00,2021/05/16 00:00:00
6421,643,TAG-643-1,Cattle,Dorper,2021/03/15 00:00:00,2021/05/15 00:00:00
6422,643,TAG-643-2,Goat,Merino,2023/05/04 00:00:00,2023/07/04 00:00:00
6423,643,TAG-643-3,Sheep,Nguni,2022/12/05 00:00:00,2023/02/05 00:00:00
6424,643,TAG-643-4,Sheep,Nguni,2022/05/18 00:00:00,2022/07/18 00:00:00
6425,643,TAG-643-5,Sheep,Dorper,2020/01/07 00:00:00,2020/03/07 00:00:00
6426,643,TAG-643-6,Goat,Boer Goat,2020/12/25 00:00:00,2021/02/25 00:00:00
6427,643,TAG-643-7,Sheep,Dorper,2023/02/22 00:00:00,2023/04/22 00:00:00
6428,643,TAG-643-8,Sheep,Bonsmara,2021/08/17 00:00:00,2021/10/17 00:00:00
6429,643,TAG-643-9,Sheep,Bonsmara,2020/01/17 00:00:00,2020/03/17 00:00:00
6430,643,TAG-643-10,Goat,Nguni,2023/11/15 00:00:00,2024/01/15 00:00:00
6431,644,TAG-644-1,Goat,Nguni,2020/07/24 00:00:00,2020/09/24 00:00:00
6432,644,TAG-644-2,Cattle,Bonsmara,2021/12/19 00:00:00,2022/02/19 00:00:00
6433,644,TAG-644-3,Cattle,Bonsmara,2023/06/15 00:00:00,2023/08/15 00:00:00
6434,644,TAG-644-4,Sheep,Bonsmara,2021/02/10 00:00:00,2021/04/10 00:00:00
6435,644,TAG-644-5,Cattle,Nguni,2020/09/19 00:00:00,2020/11/19 00:00:00
6436,644,TAG-644-6,Cattle,Nguni,2020/06/09 00:00:00,2020/08/09 00:00:00
6437,644,TAG-644-7,Goat,Nguni,2021/06/15 00:00:00,2021/08/15 00:00:00
6438,644,TAG-644-8,Sheep,Merino,2021/04/09 00:00:00,2021/06/09 00:00:00
6439,644,TAG-644-9,Cattle,Bonsmara,2021/11/15 00:00:00,2022/01/15 00:00:00
6440,644,TAG-644-10,Cattle,Boer Goat,2022/07/17 00:00:00,2022/09/17 00:00:00
6441,645,TAG-645-1,Goat,Dorper,2023/06/16 00:00:00,2023/08/16 00:00:00
6442,645,TAG-645-2,Goat,Nguni,2021/11/22 00:00:00,2022/01/22 00:00:00
6443,645,TAG-645-3,Cattle,Merino,2023/08/14 00:00:00,2023/10/14 00:00:00
6444,645,TAG-645-4,Sheep,Boer Goat,2022/11/26 00:00:00,2023/01/26 00:00:00
6445,645,TAG-645-5,Goat,Merino,2020/11/18 00:00:00,2021/01/18 00:00:00
6446,645,TAG-645-6,Goat,Merino,2020/03/13 00:00:00,2020/05/13 00:00:00
6447,645,TAG-645-7,Sheep,Boer Goat,2021/10/02 00:00:00,2021/12/02 00:00:00
6448,645,TAG-645-8,Goat,Bonsmara,2023/11/26 00:00:00,2024/01/26 00:00:00
6449,645,TAG-645-9,Goat,Merino,2021/06/24 00:00:00,2021/08/24 00:00:00
6450,645,TAG-645-10,Sheep,Nguni,2022/05/13 00:00:00,2022/07/13 00:00:00
6451,646,TAG-646-1,Sheep,Nguni,2022/08/21 00:00:00,2022/10/21 00:00:00
6452,646,TAG-646-2,Cattle,Bonsmara,2023/11/02 00:00:00,2024/01/02 00:00:00
6453,646,TAG-646-3,Sheep,Merino,2021/05/10 00:00:00,2021/07/10 00:00:00
6454,646,TAG-646-4,Sheep,Bonsmara,2020/08/17 00:00:00,2020/10/17 00:00:00
6455,646,TAG-646-5,Cattle,Dorper,2022/12/08 00:00:00,2023/02/08 00:00:00
6456,646,TAG-646-6,Cattle,Dorper,2022/12/27 00:00:00,2023/02/27 00:00:00
6457,646,TAG-646-7,Cattle,Dorper,2023/09/20 00:00:00,2023/11/20 00:00:00
6458,646,TAG-646-8,Sheep,Boer Goat,2023/01/05 00:00:00,2023/03/05 00:00:00
6459,646,TAG-646-9,Sheep,Merino,2023/10/23 00:00:00,2023/12/23 00:00:00
6460,646,TAG-646-10,Cattle,Boer Goat,2020/02/24 00:00:00,2020/04/24 00:00:00
6461,647,TAG-647-1,Cattle,Merino,2020/10/18 00:00:00,2020/12/18 00:00:00
6462,647,TAG-647-2,Cattle,Merino,2022/04/19 00:00:00,2022/06/19 00:00:00
6463,647,TAG-647-3,Cattle,Dorper,2023/11/27 00:00:00,2024/01/27 00:00:00
6464,647,TAG-647-4,Cattle,Bonsmara,2022/08/02 00:00:00,2022/10/02 00:00:00
6465,647,TAG-647-5,Goat,Dorper,2020/06/25 00:00:00,2020/08/25 00:00:00
6466,647,TAG-647-6,Goat,Bonsmara,2023/02/10 00:00:00,2023/04/10 00:00:00
6467,647,TAG-647-7,Sheep,Bonsmara,2022/02/26 00:00:00,2022/04/26 00:00:00
6468,647,TAG-647-8,Sheep,Nguni,2020/01/19 00:00:00,2020/03/19 00:00:00
6469,647,TAG-647-9,Cattle,Boer Goat,2022/05/04 00:00:00,2022/07/04 00:00:00
6470,647,TAG-647-10,Sheep,Dorper,2020/10/15 00:00:00,2020/12/15 00:00:00
6471,648,TAG-648-1,Goat,Nguni,2021/01/19 00:00:00,2021/03/19 00:00:00
6472,648,TAG-648-2,Cattle,Bonsmara,2022/11/03 00:00:00,2023/01/03 00:00:00
6473,648,TAG-648-3,Cattle,Nguni,2022/12/03 00:00:00,2023/02/03 00:00:00
6474,648,TAG-648-4,Goat,Dorper,2023/12/04 00:00:00,2024/02/04 00:00:00
6475,648,TAG-648-5,Cattle,Nguni,2022/12/07 00:00:00,2023/02/07 00:00:00
6476,648,TAG-648-6,Cattle,Bonsmara,2022/04/20 00:00:00,2022/06/20 00:00:00
6477,648,TAG-648-7,Goat,Boer Goat,2020/08/10 00:00:00,2020/10/10 00:00:00
6478,648,TAG-648-8,Sheep,Nguni,2021/06/16 00:00:00,2021/08/16 00:00:00
6479,648,TAG-648-9,Cattle,Merino,2020/12/13 00:00:00,2021/02/13 00:00:00
6480,648,TAG-648-10,Cattle,Merino,2022/04/25 00:00:00,2022/06/25 00:00:00
6481,649,TAG-649-1,Cattle,Merino,2020/09/01 00:00:00,2020/11/01 00:00:00
6482,649,TAG-649-2,Cattle,Boer Goat,2021/10/17 00:00:00,2021/12/17 00:00:00
6483,649,TAG-649-3,Goat,Bonsmara,2021/02/24 00:00:00,2021/04/24 00:00:00
6484,649,TAG-649-4,Sheep,Merino,2023/08/14 00:00:00,2023/10/14 00:00:00
6485,649,TAG-649-5,Goat,Bonsmara,2021/05/12 00:00:00,2021/07/12 00:00:00
6486,649,TAG-649-6,Goat,Merino,2022/06/02 00:00:00,2022/08/02 00:00:00
6487,649,TAG-649-7,Sheep,Bonsmara,2021/05/17 00:00:00,2021/07/17 00:00:00
6488,649,TAG-649-8,Cattle,Dorper,2021/07/08 00:00:00,2021/09/08 00:00:00
6489,649,TAG-649-9,Goat,Bonsmara,2022/10/09 00:00:00,2022/12/09 00:00:00
6490,649,TAG-649-10,Goat,Bonsmara,2020/01/01 00:00:00,2020/03/01 00:00:00
6491,650,TAG-650-1,Goat,Nguni,2023/10/27 00:00:00,2023/12/27 00:00:00
6492,650,TAG-650-2,Cattle,Dorper,2022/04/18 00:00:00,2022/06/18 00:00:00
6493,650,TAG-650-3,Sheep,Dorper,2023/10/05 00:00:00,2023/12/05 00:00:00
6494,650,TAG-650-4,Sheep,Boer Goat,2023/07/04 00:00:00,2023/09/04 00:00:00
6495,650,TAG-650-5,Cattle,Dorper,2021/05/09 00:00:00,2021/07/09 00:00:00
6496,650,TAG-650-6,Goat,Bonsmara,2022/01/02 00:00:00,2022/03/02 00:00:00
6497,650,TAG-650-7,Sheep,Merino,2021/06/14 00:00:00,2021/08/14 00:00:00
6498,650,TAG-650-8,Sheep,Dorper,2022/05/02 00:00:00,2022/07/02 00:00:00
6499,650,TAG-650-9,Cattle,Dorper,2020/12/26 00:00:00,2021/02/26 00:00:00
6500,650,TAG-650-10,Goat,Dorper,2023/08/17 00:00:00,2023/10/17 00:00:00
6501,651,TAG-651-1,Cattle,Boer Goat,2021/12/07 00:00:00,2022/02/07 00:00:00
6502,651,TAG-651-2,Goat,Boer Goat,2022/06/26 00:00:00,2022/08/26 00:00:00
6503,651,TAG-651-3,Goat,Merino,2022/03/01 00:00:00,2022/05/01 00:00:00
6504,651,TAG-651-4,Cattle,Nguni,2022/04/10 00:00:00,2022/06/10 00:00:00
6505,651,TAG-651-5,Sheep,Boer Goat,2022/06/11 00:00:00,2022/08/11 00:00:00
6506,651,TAG-651-6,Cattle,Nguni,2021/06/02 00:00:00,2021/08/02 00:00:00
6507,651,TAG-651-7,Sheep,Boer Goat,2020/05/17 00:00:00,2020/07/17 00:00:00
6508,651,TAG-651-8,Goat,Dorper,2022/03/07 00:00:00,2022/05/07 00:00:00
6509,651,TAG-651-9,Goat,Boer Goat,2020/06/14 00:00:00,2020/08/14 00:00:00
6510,651,TAG-651-10,Sheep,Boer Goat,2023/11/11 00:00:00,2024/01/11 00:00:00
6511,652,TAG-652-1,Cattle,Boer Goat,2022/04/14 00:00:00,2022/06/14 00:00:00
6512,652,TAG-652-2,Cattle,Bonsmara,2023/07/10 00:00:00,2023/09/10 00:00:00
6513,652,TAG-652-3,Goat,Boer Goat,2020/05/21 00:00:00,2020/07/21 00:00:00
6514,652,TAG-652-4,Cattle,Dorper,2021/07/06 00:00:00,2021/09/06 00:00:00
6515,652,TAG-652-5,Cattle,Dorper,2021/01/21 00:00:00,2021/03/21 00:00:00
6516,652,TAG-652-6,Goat,Boer Goat,2020/12/02 00:00:00,2021/02/02 00:00:00
6517,652,TAG-652-7,Sheep,Merino,2022/01/06 00:00:00,2022/03/06 00:00:00
6518,652,TAG-652-8,Goat,Boer Goat,2022/12/10 00:00:00,2023/02/10 00:00:00
6519,652,TAG-652-9,Sheep,Dorper,2020/11/07 00:00:00,2021/01/07 00:00:00
6520,652,TAG-652-10,Sheep,Dorper,2023/08/04 00:00:00,2023/10/04 00:00:00
6521,653,TAG-653-1,Sheep,Nguni,2021/09/04 00:00:00,2021/11/04 00:00:00
6522,653,TAG-653-2,Cattle,Nguni,2022/07/10 00:00:00,2022/09/10 00:00:00
6523,653,TAG-653-3,Sheep,Nguni,2020/06/20 00:00:00,2020/08/20 00:00:00
6524,653,TAG-653-4,Sheep,Bonsmara,2020/03/27 00:00:00,2020/05/27 00:00:00
6525,653,TAG-653-5,Sheep,Dorper,2021/03/18 00:00:00,2021/05/18 00:00:00
