PestTreatmentID,CropID,TreatmentDate,PestDetected,ChemicalUsed,Dosage
2813,5575,2023/04/19 00:00:00,Weevils,Pesticide A,15ml per litre
2814,5577,2024/12/29 00:00:00,Armyworm,Neem Oil,5ml per litre
2815,5578,2023/04/20 00:00:00,Armyworm,Neem Oil,16ml per litre
2816,5580,2023/03/19 00:00:00,Cutworms,Pesticide A,7ml per litre
2817,5583,2024/03/30 00:00:00,Armyworm,Pesticide A,14ml per litre
2818,5589,2023/11/08 00:00:00,Aphids,Pesticide B,16ml per litre
2819,5590,2023/03/03 00:00:00,Weevils,Pesticide A,16ml per litre
2820,5592,2023/10/15 00:00:00,Aphids,Pesticide B,13ml per litre
2821,5594,2024/05/30 00:00:00,Aphids,Neem Oil,13ml per litre
2822,5596,2024/05/15 00:00:00,Weevils,Pesticide A,10ml per litre
2823,5600,2024/08/23 00:00:00,Weevils,Insecticide Z,18ml per litre
2824,5601,2024/09/05 00:00:00,Weevils,Neem Oil,8ml per litre
2825,5604,2024/03/21 00:00:00,Cutworms,Pesticide A,9ml per litre
2826,5605,2023/11/22 00:00:00,Cutworms,Pesticide B,16ml per litre
2827,5607,2023/01/14 00:00:00,Cutworms,Neem Oil,18ml per litre
2828,5608,2024/01/30 00:00:00,Weevils,Pesticide B,15ml per litre
2829,5612,2023/03/26 00:00:00,Armyworm,Pesticide A,9ml per litre
2830,5613,2024/09/07 00:00:00,Weevils,Pesticide B,11ml per litre
2831,5615,2023/07/08 00:00:00,Weevils,Insecticide Z,12ml per litre
2832,5617,2023/06/27 00:00:00,Weevils,Neem Oil,5ml per litre
2833,5618,2023/04/24 00:00:00,Aphids,Pesticide B,19ml per litre
2834,5621,2023/05/05 00:00:00,Armyworm,Neem Oil,10ml per litre
2835,5624,2023/05/06 00:00:00,Armyworm,Pesticide B,18ml per litre
2836,5626,2024/11/14 00:00:00,Aphids,Insecticide Z,6ml per litre
2837,5628,2024/09/05 00:00:00,Aphids,Insecticide Z,7ml per litre
2838,5629,2023/12/25 00:00:00,Weevils,Pesticide B,5ml per litre
2839,5632,2023/11/01 00:00:00,Cutworms,Pesticide B,5ml per litre
2840,5634,2024/11/13 00:00:00,Weevils,Neem Oil,19ml per litre
2841,5637,2023/03/26 00:00:00,Cutworms,Pesticide B,9ml per litre
2842,5641,2023/03/18 00:00:00,Weevils,Neem Oil,11ml per litre
2843,5644,2024/01/03 00:00:00,Weevils,Neem Oil,18ml per litre
2844,5650,2024/03/31 00:00:00,Weevils,Neem Oil,10ml per litre
2845,5652,2024/04/11 00:00:00,Cutworms,Pesticide B,13ml per litre
2846,5654,2023/05/15 00:00:00,Cutworms,Insecticide Z,17ml per litre
2847,5656,2024/11/11 00:00:00,Weevils,Neem Oil,16ml per litre
2848,5657,2024/07/21 00:00:00,Cutworms,Insecticide Z,11ml per litre
2849,5659,2023/09/03 00:00:00,Weevils,Pesticide B,8ml per litre
2850,5660,2024/02/09 00:00:00,Armyworm,Pesticide B,11ml per litre
2851,5664,2023/04/14 00:00:00,Cutworms,Neem Oil,12ml per litre
2852,5665,2024/01/16 00:00:00,Aphids,Neem Oil,9ml per litre
2853,5666,2024/06/07 00:00:00,Armyworm,Insecticide Z,8ml per litre
2854,5667,2024/01/05 00:00:00,Cutworms,Pesticide B,6ml per litre
2855,5669,2023/02/01 00:00:00,Cutworms,Insecticide Z,9ml per litre
2856,5672,2023/12/26 00:00:00,Cutworms,Pesticide B,14ml per litre
2857,5673,2023/09/24 00:00:00,Weevils,Pesticide A,5ml per litre
2858,5675,2024/01/19 00:00:00,Armyworm,Pesticide B,18ml per litre
2859,5677,2023/06/07 00:00:00,Weevils,Pesticide A,10ml per litre
2860,5679,2023/08/16 00:00:00,Aphids,Insecticide Z,5ml per litre
2861,5680,2024/10/24 00:00:00,Weevils,Pesticide A,16ml per litre
2862,5681,2024/10/10 00:00:00,Armyworm,Neem Oil,8ml per litre
2863,5682,2024/05/03 00:00:00,Aphids,Pesticide B,16ml per litre
2864,5683,2023/05/18 00:00:00,Armyworm,Pesticide B,15ml per litre
2865,5687,2023/03/23 00:00:00,Aphids,Pesticide A,8ml per litre
2866,5688,2023/10/15 00:00:00,Armyworm,Pesticide B,18ml per litre
2867,5689,2023/10/14 00:00:00,Armyworm,Pesticide A,18ml per litre
2868,5691,2023/08/12 00:00:00,Aphids,Pesticide A,7ml per litre
2869,5694,2023/04/30 00:00:00,Cutworms,Neem Oil,7ml per litre
2870,5695,2023/09/28 00:00:00,Aphids,Neem Oil,6ml per litre
2871,5696,2024/11/18 00:00:00,Weevils,Neem Oil,12ml per litre
2872,5699,2023/11/04 00:00:00,Armyworm,Insecticide Z,9ml per litre
2873,5700,2023/05/19 00:00:00,Weevils,Neem Oil,7ml per litre
2874,5701,2024/04/05 00:00:00,Aphids,Pesticide A,7ml per litre
2875,5702,2024/03/31 00:00:00,Armyworm,Pesticide B,14ml per litre
2876,5704,2024/03/03 00:00:00,Cutworms,Insecticide Z,5ml per litre
2877,5706,2024/02/17 00:00:00,Aphids,Neem Oil,12ml per litre
2878,5707,2024/06/18 00:00:00,Cutworms,Pesticide B,14ml per litre
2879,5709,2023/08/29 00:00:00,Aphids,Neem Oil,12ml per litre
2880,5713,2023/11/29 00:00:00,Cutworms,Pesticide A,12ml per litre
2881,5716,2023/12/03 00:00:00,Weevils,Insecticide Z,14ml per litre
2882,5717,2025/01/18 00:00:00,Cutworms,Insecticide Z,16ml per litre
2883,5719,2023/08/06 00:00:00,Weevils,Neem Oil,13ml per litre
2884,5720,2023/02/27 00:00:00,Weevils,Insecticide Z,10ml per litre
2885,5721,2024/08/08 00:00:00,Armyworm,Neem Oil,13ml per litre
2886,5726,2024/04/09 00:00:00,Armyworm,Pesticide B,8ml per litre
2887,5727,2023/12/23 00:00:00,Cutworms,Pesticide A,12ml per litre
2888,5731,2024/03/30 00:00:00,Weevils,Pesticide A,12ml per litre
2889,5734,2024/11/05 00:00:00,Cutworms,Pesticide B,17ml per litre
2890,5735,2023/12/17 00:00:00,Cutworms,Pesticide A,5ml per litre
2891,5736,2024/05/31 00:00:00,Aphids,Insecticide Z,16ml per litre
2892,5737,2024/01/16 00:00:00,Weevils,Neem Oil,19ml per litre
2893,5738,2023/04/18 00:00:00,Aphids,Pesticide B,12ml per litre
2894,5739,2023/04/21 00:00:00,Weevils,Pesticide A,18ml per litre
2895,5741,2023/09/04 00:00:00,Aphids,Pesticide B,6ml per litre
2896,5748,2023/07/12 00:00:00,Aphids,Neem Oil,7ml per litre
2897,5752,2023/02/20 00:00:00,Weevils,Pesticide A,11ml per litre
2898,5753,2024/09/07 00:00:00,Armyworm,Insecticide Z,17ml per litre
2899,5754,2024/11/24 00:00:00,Armyworm,Pesticide A,13ml per litre
2900,5755,2023/04/14 00:00:00,Aphids,Neem Oil,15ml per litre
2901,5756,2024/08/09 00:00:00,Armyworm,Pesticide B,17ml per litre
2902,5757,2023/05/27 00:00:00,Aphids,Pesticide B,18ml per litre
2903,5758,2024/11/21 00:00:00,Weevils,Insecticide Z,7ml per litre
2904,5762,2024/01/19 00:00:00,Armyworm,Neem Oil,8ml per litre
2905,5763,2023/07/27 00:00:00,Cutworms,Neem Oil,9ml per litre
2906,5768,2024/06/04 00:00:00,Armyworm,Neem Oil,5ml per litre
2907,5771,2023/12/11 00:00:00,Armyworm,Pesticide A,19ml per litre
2908,5774,2024/04/15 00:00:00,Aphids,Pesticide B,13ml per litre
2909,5775,2023/09/24 00:00:00,Weevils,Pesticide A,7ml per litre
2910,5776,2024/06/08 00:00:00,Weevils,Pesticide B,6ml per litre
2911,5778,2024/07/31 00:00:00,Cutworms,Insecticide Z,9ml per litre
2912,5780,2024/04/06 00:00:00,Aphids,Neem Oil,5ml per litre
2913,5782,2024/11/18 00:00:00,Cutworms,Pesticide B,13ml per litre
2914,5784,2023/12/12 00:00:00,Aphids,Insecticide Z,17ml per litre
2915,5787,2024/03/25 00:00:00,Armyworm,Insecticide Z,9ml per litre
2916,5788,2024/03/11 00:00:00,Armyworm,Insecticide Z,13ml per litre
2917,5794,2023/09/01 00:00:00,Armyworm,Insecticide Z,18ml per litre
2918,5795,2023/09/29 00:00:00,Aphids,Neem Oil,12ml per litre
2919,5797,2023/04/10 00:00:00,Weevils,Pesticide A,18ml per litre
2920,5805,2024/08/21 00:00:00,Aphids,Neem Oil,15ml per litre
2921,5808,2024/03/04 00:00:00,Aphids,Pesticide B,12ml per litre
2922,5809,2024/09/27 00:00:00,Weevils,Pesticide B,18ml per litre
2923,5810,2023/07/05 00:00:00,Cutworms,Neem Oil,7ml per litre
2924,5812,2023/04/03 00:00:00,Weevils,Neem Oil,8ml per litre
2925,5813,2023/10/04 00:00:00,Weevils,Pesticide A,14ml per litre
2926,5815,2023/06/16 00:00:00,Weevils,Pesticide A,14ml per litre
2927,5816,2024/06/16 00:00:00,Cutworms,Insecticide Z,11ml per litre
2928,5817,2023/03/15 00:00:00,Armyworm,Pesticide B,6ml per litre
2929,5820,2024/11/19 00:00:00,Cutworms,Insecticide Z,14ml per litre
2930,5821,2023/09/08 00:00:00,Weevils,Insecticide Z,16ml per litre
2931,5827,2023/05/28 00:00:00,Aphids,Pesticide A,11ml per litre
2932,5828,2024/07/15 00:00:00,Aphids,Pesticide B,19ml per litre
2933,5830,2023/04/17 00:00:00,Armyworm,Pesticide B,9ml per litre
2934,5832,2024/11/15 00:00:00,Aphids,Neem Oil,5ml per litre
2935,5834,2023/11/03 00:00:00,Armyworm,Pesticide A,14ml per litre
2936,5837,2024/12/29 00:00:00,Aphids,Neem Oil,10ml per litre
2937,5838,2023/04/02 00:00:00,Aphids,Neem Oil,14ml per litre
2938,5839,2023/12/01 00:00:00,Armyworm,Insecticide Z,10ml per litre
2939,5841,2024/12/11 00:00:00,Cutworms,Pesticide B,19ml per litre
2940,5843,2023/08/02 00:00:00,Weevils,Insecticide Z,9ml per litre
2941,5845,2023/11/04 00:00:00,Cutworms,Pesticide B,5ml per litre
2942,5846,2023/11/29 00:00:00,Weevils,Pesticide B,5ml per litre
2943,5852,2023/04/28 00:00:00,Armyworm,Neem Oil,8ml per litre
2944,5853,2023/09/05 00:00:00,Armyworm,Insecticide Z,5ml per litre
2945,5854,2023/11/19 00:00:00,Armyworm,Pesticide B,7ml per litre
2946,5855,2023/07/14 00:00:00,Cutworms,Pesticide A,7ml per litre
2947,5856,2024/06/17 00:00:00,Aphids,Pesticide B,9ml per litre
2948,5859,2024/01/06 00:00:00,Armyworm,Pesticide B,10ml per litre
2949,5860,2024/09/17 00:00:00,Aphids,Pesticide B,11ml per litre
2950,5863,2024/04/10 00:00:00,Cutworms,Neem Oil,10ml per litre
2951,5865,2024/04/08 00:00:00,Armyworm,Pesticide B,10ml per litre
2952,5867,2023/08/19 00:00:00,Weevils,Insecticide Z,15ml per litre
2953,5871,2023/10/03 00:00:00,Aphids,Neem Oil,14ml per litre
2954,5872,2023/03/17 00:00:00,Armyworm,Pesticide B,8ml per litre
2955,5873,2024/05/23 00:00:00,Cutworms,Neem Oil,12ml per litre
2956,5875,2023/06/14 00:00:00,Weevils,Insecticide Z,14ml per litre
2957,5879,2024/07/29 00:00:00,Cutworms,Pesticide B,19ml per litre
2958,5881,2024/07/18 00:00:00,Armyworm,Neem Oil,8ml per litre
2959,5882,2024/08/06 00:00:00,Aphids,Pesticide A,14ml per litre
2960,5885,2024/11/06 00:00:00,Armyworm,Pesticide A,19ml per litre
2961,5888,2025/01/20 00:00:00,Armyworm,Neem Oil,7ml per litre
2962,5889,2023/12/05 00:00:00,Weevils,Insecticide Z,19ml per litre
2963,5890,2025/01/12 00:00:00,Weevils,Neem Oil,10ml per litre
2964,5891,2024/12/23 00:00:00,Weevils,Insecticide Z,10ml per litre
2965,5892,2024/01/18 00:00:00,Weevils,Pesticide B,7ml per litre
2966,5893,2024/10/05 00:00:00,Cutworms,Insecticide Z,19ml per litre
2967,5895,2024/07/22 00:00:00,Aphids,Pesticide A,8ml per litre
2968,5899,2024/05/30 00:00:00,Cutworms,Insecticide Z,6ml per litre
2969,5901,2023/12/12 00:00:00,Cutworms,Pesticide B,11ml per litre
2970,5902,2024/08/19 00:00:00,Aphids,Neem Oil,12ml per litre
2971,5905,2023/06/12 00:00:00,Armyworm,Pesticide B,16ml per litre
2972,5907,2024/06/09 00:00:00,Aphids,Neem Oil,16ml per litre
2973,5912,2023/01/16 00:00:00,Cutworms,Pesticide B,11ml per litre
2974,5913,2023/05/06 00:00:00,Cutworms,Neem Oil,16ml per litre
2975,5915,2024/04/06 00:00:00,Armyworm,Neem Oil,18ml per litre
2976,5916,2023/04/18 00:00:00,Aphids,Pesticide B,5ml per litre
2977,5917,2025/01/30 00:00:00,Aphids,Neem Oil,7ml per litre
2978,5918,2023/07/16 00:00:00,Weevils,Pesticide B,9ml per litre
2979,5920,2024/08/26 00:00:00,Armyworm,Pesticide A,6ml per litre
2980,5922,2023/08/22 00:00:00,Cutworms,Neem Oil,13ml per litre
2981,5925,2024/01/26 00:00:00,Aphids,Pesticide B,15ml per litre
2982,5927,2024/04/21 00:00:00,Weevils,Pesticide A,17ml per litre
2983,5929,2023/07/27 00:00:00,Aphids,Pesticide A,8ml per litre
2984,5930,2024/02/26 00:00:00,Armyworm,Pesticide B,13ml per litre
2985,5931,2024/06/28 00:00:00,Cutworms,Insecticide Z,9ml per litre
2986,5932,2024/08/15 00:00:00,Weevils,Pesticide B,10ml per litre
2987,5934,2023/11/22 00:00:00,Cutworms,Pesticide B,14ml per litre
2988,5937,2024/05/15 00:00:00,Weevils,Pesticide A,13ml per litre
2989,5938,2024/01/12 00:00:00,Cutworms,Insecticide Z,11ml per litre
2990,5940,2023/12/12 00:00:00,Aphids,Pesticide A,19ml per litre
2991,5941,2023/05/08 00:00:00,Cutworms,Insecticide Z,18ml per litre
2992,5942,2024/04/14 00:00:00,Aphids,Insecticide Z,12ml per litre
2993,5944,2024/04/30 00:00:00,Cutworms,Neem Oil,14ml per litre
2994,5945,2023/04/18 00:00:00,Weevils,Pesticide A,13ml per litre
2995,5946,2024/10/05 00:00:00,Weevils,Pesticide B,16ml per litre
2996,5947,2025/01/05 00:00:00,Cutworms,Pesticide B,6ml per litre
2997,5951,2023/10/14 00:00:00,Weevils,Pesticide B,10ml per litre
2998,5952,2023/04/23 00:00:00,Weevils,Pesticide B,5ml per litre
2999,5954,2024/11/14 00:00:00,Aphids,Insecticide Z,14ml per litre
3000,5958,2024/11/10 00:00:00,Armyworm,Insecticide Z,16ml per litre
3001,5959,2024/03/17 00:00:00,Weevils,Pesticide A,11ml per litre
3002,5960,2024/09/01 00:00:00,Armyworm,Neem Oil,12ml per litre
3003,5961,2023/03/03 00:00:00,Cutworms,Pesticide A,16ml per litre
3004,5962,2024/12/16 00:00:00,Cutworms,Pesticide A,10ml per litre
3005,5963,2024/06/25 00:00:00,Weevils,Insecticide Z,9ml per litre
3006,5964,2023/02/21 00:00:00,Weevils,Insecticide Z,12ml per litre
3007,5965,2023/09/29 00:00:00,Armyworm,Pesticide A,16ml per litre
3008,5970,2023/06/07 00:00:00,Weevils,Pesticide A,11ml per litre
3009,5972,2023/06/19 00:00:00,Armyworm,Pesticide B,9ml per litre
3010,5974,2023/05/31 00:00:00,Cutworms,Pesticide A,16ml per litre
3011,5976,2024/01/09 00:00:00,Armyworm,Insecticide Z,11ml per litre
3012,5979,2023/04/20 00:00:00,Weevils,Neem Oil,10ml per litre
3013,5981,2024/10/24 00:00:00,Aphids,Neem Oil,15ml per litre
3014,5982,2023/03/24 00:00:00,Armyworm,Insecticide Z,15ml per litre
3015,5985,2024/03/20 00:00:00,Aphids,Insecticide Z,8ml per litre
3016,5986,2024/09/05 00:00:00,Aphids,Pesticide A,5ml per litre
3017,5988,2024/07/04 00:00:00,Aphids,Neem Oil,19ml per litre
3018,5989,2024/12/23 00:00:00,Cutworms,Pesticide B,5ml per litre
3019,5990,2023/10/19 00:00:00,Armyworm,Pesticide B,13ml per litre
3020,5991,2023/04/02 00:00:00,Aphids,Insecticide Z,7ml per litre
3021,5995,2023/12/20 00:00:00,Aphids,Insecticide Z,10ml per litre
3022,6000,2023/07/22 00:00:00,Armyworm,Neem Oil,11ml per litre
3023,6002,2024/07/20 00:00:00,Armyworm,Pesticide A,13ml per litre
3024,6004,2024/05/03 00:00:00,Cutworms,Pesticide B,15ml per litre
3025,6006,2024/03/09 00:00:00,Aphids,Insecticide Z,8ml per litre
3026,6007,2023/06/02 00:00:00,Armyworm,Neem Oil,18ml per litre
3027,6008,2023/09/23 00:00:00,Armyworm,Pesticide A,15ml per litre
3028,6010,2024/07/05 00:00:00,Aphids,Insecticide Z,10ml per litre
3029,6014,2024/02/22 00:00:00,Weevils,Insecticide Z,8ml per litre
3030,6015,2024/05/23 00:00:00,Armyworm,Neem Oil,7ml per litre
3031,6016,2023/03/27 00:00:00,Aphids,Insecticide Z,11ml per litre
3032,6017,2024/05/04 00:00:00,Aphids,Neem Oil,18ml per litre
3033,6018,2024/01/22 00:00:00,Cutworms,Neem Oil,15ml per litre
3034,6020,2024/02/21 00:00:00,Aphids,Insecticide Z,14ml per litre
3035,6021,2023/10/31 00:00:00,Aphids,Insecticide Z,6ml per litre
3036,6022,2024/12/26 00:00:00,Aphids,Insecticide Z,14ml per litre
3037,6023,2023/12/22 00:00:00,Armyworm,Pesticide B,9ml per litre
3038,6025,2023/06/27 00:00:00,Cutworms,Neem Oil,9ml per litre
3039,6026,2023/09/15 00:00:00,Armyworm,Neem Oil,11ml per litre
3040,6033,2023/09/07 00:00:00,Weevils,Neem Oil,6ml per litre
3041,6034,2024/12/10 00:00:00,Aphids,Insecticide Z,18ml per litre
3042,6035,2023/10/03 00:00:00,Aphids,Insecticide Z,11ml per litre
3043,6038,2023/08/23 00:00:00,Cutworms,Neem Oil,9ml per litre
3044,6042,2023/07/30 00:00:00,Cutworms,Pesticide B,8ml per litre
3045,6044,2023/08/17 00:00:00,Cutworms,Neem Oil,16ml per litre
3046,6045,2025/02/01 00:00:00,Aphids,Neem Oil,19ml per litre
3047,6047,2024/09/10 00:00:00,Weevils,Pesticide A,6ml per litre
3048,6048,2024/03/19 00:00:00,Aphids,Insecticide Z,7ml per litre
3049,6050,2024/07/25 00:00:00,Cutworms,Pesticide A,17ml per litre
3050,6053,2024/07/17 00:00:00,Weevils,Neem Oil,17ml per litre
3051,6054,2024/03/15 00:00:00,Cutworms,Pesticide B,14ml per litre
3052,6055,2023/07/17 00:00:00,Cutworms,Pesticide B,15ml per litre
3053,6057,2024/05/14 00:00:00,Aphids,Pesticide B,16ml per litre
3054,6059,2023/04/01 00:00:00,Armyworm,Insecticide Z,14ml per litre
3055,6060,2023/04/14 00:00:00,Weevils,Neem Oil,15ml per litre
3056,6062,2024/09/26 00:00:00,Armyworm,Neem Oil,7ml per litre
3057,6063,2024/11/25 00:00:00,Aphids,Neem Oil,15ml per litre
3058,6065,2024/10/31 00:00:00,Armyworm,Neem Oil,19ml per litre
3059,6066,2025/02/18 00:00:00,Aphids,Neem Oil,5ml per litre
3060,6070,2024/09/13 00:00:00,Weevils,Pesticide B,11ml per litre
3061,6074,2023/10/16 00:00:00,Cutworms,Neem Oil,10ml per litre
3062,6075,2024/09/17 00:00:00,Armyworm,Pesticide A,7ml per litre
3063,6077,2024/07/17 00:00:00,Armyworm,Pesticide A,10ml per litre
3064,6078,2024/06/25 00:00:00,Armyworm,Insecticide Z,11ml per litre
3065,6081,2023/12/22 00:00:00,Armyworm,Insecticide Z,18ml per litre
3066,6082,2023/12/06 00:00:00,Cutworms,Pesticide A,11ml per litre
3067,6084,2024/06/13 00:00:00,Weevils,Pesticide A,13ml per litre
3068,6086,2023/10/31 00:00:00,Cutworms,Insecticide Z,7ml per litre
3069,6087,2023/11/08 00:00:00,Armyworm,Pesticide A,13ml per litre
3070,6089,2025/02/08 00:00:00,Armyworm,Neem Oil,17ml per litre
3071,6090,2024/03/06 00:00:00,Aphids,Pesticide A,19ml per litre
3072,6092,2024/04/09 00:00:00,Cutworms,Pesticide A,6ml per litre
3073,6093,2024/01/28 00:00:00,Armyworm,Neem Oil,14ml per litre
3074,6097,2024/12/11 00:00:00,Cutworms,Pesticide B,12ml per litre
3075,6100,2023/10/28 00:00:00,Armyworm,Insecticide Z,9ml per litre
3076,6102,2024/02/15 00:00:00,Weevils,Neem Oil,6ml per litre
3077,6106,2023/10/14 00:00:00,Armyworm,Pesticide A,16ml per litre
3078,6107,2024/03/02 00:00:00,Cutworms,Insecticide Z,16ml per litre
3079,6108,2025/01/03 00:00:00,Weevils,Insecticide Z,10ml per litre
3080,6110,2024/10/16 00:00:00,Cutworms,Neem Oil,13ml per litre
3081,6111,2023/08/07 00:00:00,Cutworms,Neem Oil,5ml per litre
3082,6113,2023/06/28 00:00:00,Aphids,Neem Oil,13ml per litre
3083,6120,2024/11/10 00:00:00,Weevils,Pesticide B,19ml per litre
3084,6121,2024/01/01 00:00:00,Cutworms,Pesticide A,5ml per litre
3085,6122,2023/10/19 00:00:00,Weevils,Neem Oil,17ml per litre
3086,6123,2023/07/20 00:00:00,Weevils,Pesticide B,15ml per litre
3087,6125,2024/06/01 00:00:00,Weevils,Pesticide A,19ml per litre
3088,6128,2023/11/20 00:00:00,Weevils,Pesticide B,6ml per litre
3089,6129,2024/08/10 00:00:00,Aphids,Neem Oil,9ml per litre
3090,6130,2023/05/07 00:00:00,Armyworm,Pesticide A,18ml per litre
3091,6133,2024/12/14 00:00:00,Aphids,Insecticide Z,10ml per litre
3092,6134,2024/08/16 00:00:00,Cutworms,Neem Oil,16ml per litre
3093,6135,2025/01/26 00:00:00,Aphids,Pesticide A,5ml per litre
3094,6138,2023/11/04 00:00:00,Aphids,Pesticide B,11ml per litre
3095,6140,2023/02/14 00:00:00,Aphids,Pesticide A,17ml per litre
3096,6144,2023/10/14 00:00:00,Cutworms,Pesticide A,16ml per litre
3097,6148,2024/01/23 00:00:00,Cutworms,Pesticide B,17ml per litre
3098,6149,2024/01/18 00:00:00,Cutworms,Pesticide A,18ml per litre
3099,6150,2023/08/25 00:00:00,Armyworm,Pesticide B,16ml per litre
3100,6151,2023/05/12 00:00:00,Weevils,Pesticide B,6ml per litre
3101,6153,2023/04/19 00:00:00,Armyworm,Pesticide A,12ml per litre
3102,6155,2023/05/16 00:00:00,Weevils,Pesticide B,9ml per litre
3103,6156,2024/07/03 00:00:00,Cutworms,Neem Oil,14ml per litre
3104,6157,2024/03/12 00:00:00,Cutworms,Insecticide Z,11ml per litre
3105,6158,2023/08/24 00:00:00,Cutworms,Pesticide A,19ml per litre
3106,6161,2024/12/07 00:00:00,Weevils,Insecticide Z,7ml per litre
3107,6162,2023/05/25 00:00:00,Aphids,Pesticide B,8ml per litre
3108,6164,2024/07/14 00:00:00,Aphids,Pesticide B,14ml per litre
3109,6167,2023/07/09 00:00:00,Aphids,Pesticide B,12ml per litre
3110,6169,2023/11/04 00:00:00,Weevils,Neem Oil,12ml per litre
3111,6170,2023/05/15 00:00:00,Cutworms,Neem Oil,11ml per litre
3112,6171,2023/04/10 00:00:00,Armyworm,Neem Oil,15ml per litre
3113,6172,2023/05/24 00:00:00,Armyworm,Pesticide B,16ml per litre
3114,6174,2023/12/20 00:00:00,Aphids,Neem Oil,8ml per litre
3115,6176,2023/05/16 00:00:00,Cutworms,Pesticide A,10ml per litre
3116,6182,2023/10/21 00:00:00,Cutworms,Pesticide A,17ml per litre
3117,6184,2023/04/14 00:00:00,Aphids,Pesticide A,17ml per litre
3118,6185,2024/09/04 00:00:00,Armyworm,Neem Oil,5ml per litre
3119,6186,2023/12/16 00:00:00,Weevils,Pesticide A,15ml per litre
3120,6187,2023/08/19 00:00:00,Armyworm,Pesticide A,9ml per litre
3121,6188,2023/11/20 00:00:00,Armyworm,Pesticide A,6ml per litre
3122,6189,2024/02/09 00:00:00,Cutworms,Neem Oil,17ml per litre
3123,6190,2023/09/26 00:00:00,Armyworm,Pesticide B,11ml per litre
3124,6191,2025/02/01 00:00:00,Weevils,Pesticide B,11ml per litre
3125,6197,2023/03/03 00:00:00,Weevils,Pesticide B,14ml per litre
3126,6201,2024/10/13 00:00:00,Aphids,Pesticide A,19ml per litre
3127,6204,2023/05/05 00:00:00,Cutworms,Insecticide Z,12ml per litre
3128,6207,2024/04/12 00:00:00,Weevils,Pesticide B,9ml per litre
3129,6209,2024/09/01 00:00:00,Cutworms,Insecticide Z,6ml per litre
3130,6210,2024/06/19 00:00:00,Cutworms,Insecticide Z,9ml per litre
3131,6215,2024/09/21 00:00:00,Aphids,Neem Oil,14ml per litre
3132,6216,2023/02/24 00:00:00,Cutworms,Pesticide B,13ml per litre
3133,6217,2024/05/01 00:00:00,Aphids,Insecticide Z,12ml per litre
3134,6223,2024/03/15 00:00:00,Weevils,Pesticide B,19ml per litre
3135,6226,2023/07/07 00:00:00,Armyworm,Neem Oil,10ml per litre
3136,6228,2025/01/04 00:00:00,Armyworm,Neem Oil,9ml per litre
3137,6229,2023/04/21 00:00:00,Weevils,Pesticide A,18ml per litre
3138,6233,2024/08/16 00:00:00,Aphids,Neem Oil,19ml per litre
3139,6234,2023/08/07 00:00:00,Weevils,Insecticide Z,13ml per litre
3140,6236,2023/09/19 00:00:00,Armyworm,Insecticide Z,8ml per litre
3141,6237,2023/02/12 00:00:00,Weevils,Pesticide B,11ml per litre
3142,6239,2023/02/28 00:00:00,Cutworms,Pesticide A,14ml per litre
3143,6240,2024/07/03 00:00:00,Armyworm,Pesticide B,15ml per litre
3144,6242,2023/08/20 00:00:00,Weevils,Insecticide Z,8ml per litre
3145,6244,2024/09/18 00:00:00,Armyworm,Insecticide Z,15ml per litre
3146,6246,2023/06/22 00:00:00,Aphids,Neem Oil,16ml per litre
3147,6248,2023/11/23 00:00:00,Weevils,Insecticide Z,11ml per litre
3148,6249,2023/05/14 00:00:00,Aphids,Insecticide Z,7ml per litre
3149,6250,2024/09/07 00:00:00,Armyworm,Pesticide B,15ml per litre
3150,6251,2023/11/24 00:00:00,Weevils,Insecticide Z,10ml per litre
3151,6253,2024/11/28 00:00:00,Aphids,Insecticide Z,8ml per litre
3152,6254,2023/10/09 00:00:00,Aphids,Pesticide B,10ml per litre
3153,6256,2023/09/03 00:00:00,Armyworm,Pesticide B,7ml per litre
3154,6257,2024/04/20 00:00:00,Aphids,Insecticide Z,6ml per litre
3155,6258,2024/02/24 00:00:00,Cutworms,Insecticide Z,13ml per litre
3156,6261,2023/04/22 00:00:00,Armyworm,Neem Oil,10ml per litre
3157,6265,2023/10/11 00:00:00,Aphids,Insecticide Z,17ml per litre
3158,6268,2023/02/03 00:00:00,Weevils,Pesticide B,18ml per litre
3159,6270,2023/11/14 00:00:00,Weevils,Neem Oil,11ml per litre
3160,6274,2023/08/26 00:00:00,Cutworms,Pesticide B,15ml per litre
3161,6276,2024/02/11 00:00:00,Armyworm,Pesticide A,19ml per litre
3162,6280,2024/08/09 00:00:00,Armyworm,Pesticide A,19ml per litre
3163,6284,2023/05/29 00:00:00,Armyworm,Pesticide A,17ml per litre
3164,6287,2023/12/29 00:00:00,Weevils,Pesticide A,5ml per litre
3165,6289,2024/08/20 00:00:00,Armyworm,Pesticide A,15ml per litre
3166,6290,2024/07/23 00:00:00,Aphids,Neem Oil,11ml per litre
3167,6291,2023/12/15 00:00:00,Armyworm,Pesticide B,19ml per litre
3168,6299,2023/05/12 00:00:00,Cutworms,Neem Oil,13ml per litre
3169,6300,2024/07/04 00:00:00,Armyworm,Pesticide A,18ml per litre
3170,6312,2023/08/14 00:00:00,Armyworm,Neem Oil,18ml per litre
3171,6314,2024/12/20 00:00:00,Cutworms,Pesticide A,18ml per litre
3172,6315,2024/02/06 00:00:00,Aphids,Pesticide B,13ml per litre
